 "'AS-IS'" 1 
 "A--a" 1 (L 895, off 1) 
 "here" 104 (L 218, off 30) (L 472, off 19) (L 496, off 8) (L 517, off 0) (L 616, off 21) (L 628, off 7) (L 647, off 0) (L 706, off 23) (L 706, off 55) (L 821, off 34) (L 842, off 38) (L 856, off 20) (L 869, off 35) (L 954, off 14) (L 956, off 6) (L 958, off 18) (L 1000, off 8) (L 1031, off 54) (L 1041, off 17) (L 1052, off 43) (L 1055, off 25) (L 1065, off 41) (L 1066, off 21) (L 1074, off 0) (L 1076, off 11) (L 1077, off 34) (L 1119, off 11) (L 1239, off 41) (L 1242, off 0) (L 1267, off 55) (L 1268, off 42) (L 1377, off 44) (L 1447, off 0) (L 1454, off 0) (L 1604, off 38) (L 1810, off 15) (L 1864, off 51) (L 1878, off 31) (L 2005, off 65) (L 2007, off 0) (L 2018, off 63) (L 2025, off 7) (L 2037, off 50) (L 2041, off 64) (L 2044, off 39) (L 2074, off 19) (L 2077, off 23) (L 2136, off 21) (L 2204, off 16) (L 2204, off 33) (L 2216, off 54) (L 2238, off 16) (L 2251, off 0) (L 2256, off 54) (L 2363, off 67) (L 2377, off 60) (L 2421, off 60) (L 2463, off 6) (L 2582, off 31) (L 2652, off 24) (L 2655, off 20) (L 2745, off 6) (L 2830, off 7) (L 2866, off 11) (L 2875, off 27) (L 2916, off 60) (L 2939, off 17) (L 2959, off 52) (L 2962, off 24) (L 2967, off 33) (L 2972, off 10) (L 3051, off 19) (L 3054, off 56) (L 3084, off 0) (L 3149, off 32) (L 3151, off 19) (L 3168, off 22) (L 3182, off 53) (L 3272, off 22) (L 3310, off 5) (L 3496, off 39) (L 3552, off 22) (L 3704, off 19) (L 3706, off 53) (L 3736, off 37) (L 3741, off 47) (L 3755, off 12) (L 3899, off 23) (L 3978, off 19) (L 4009, off 27) (L 4021, off 20) (L 4064, off 59) (L 4125, off 13) (L 4141, off 25) (L 4162, off 15) (L 4175, off 55) (L 4230, off 6) (L 4278, off 19) (L 4322, off 63) (L 4368, off 30) (L 4488, off 18) (L 4499, off 22) (L 4505, off 8) (L 4534, off 37) 
 "about" 108 (L 191, off 14) (L 355, off 36) (L 429, off 51) (L 430, off 51) (L 436, off 0) (L 506, off 27) (L 618, off 38) (L 707, off 41) (L 842, off 51) (L 1007, off 16) (L 1015, off 17) (L 1062, off 42) (L 1120, off 30) (L 1162, off 25) (L 1211, off 13) (L 1229, off 0) (L 1246, off 31) (L 1288, off 25) (L 1297, off 6) (L 1322, off 47) (L 1332, off 37) (L 1333, off 13) (L 1378, off 29) (L 1387, off 64) (L 1406, off 41) (L 1518, off 36) (L 1538, off 0) (L 1569, off 3) (L 1593, off 19) (L 1601, off 10) (L 1617, off 59) (L 1636, off 31) (L 1642, off 15) (L 1672, off 42) (L 1729, off 0) (L 1938, off 31) (L 1989, off 10) (L 2034, off 34) (L 2104, off 50) (L 2121, off 23) (L 2143, off 15) (L 2183, off 42) (L 2194, off 25) (L 2216, off 21) (L 2246, off 48) (L 2249, off 64) (L 2310, off 44) (L 2331, off 26) (L 2343, off 53) (L 2345, off 54) (L 2347, off 22) (L 2397, off 18) (L 2417, off 21) (L 2464, off 60) (L 2472, off 15) (L 2501, off 15) (L 2526, off 15) (L 2540, off 51) (L 2550, off 17) (L 2608, off 65) (L 2656, off 62) (L 2695, off 54) (L 2728, off 29) (L 2750, off 59) (L 2879, off 10) (L 2901, off 9) (L 3073, off 11) (L 3106, off 66) (L 3193, off 8) (L 3204, off 52) (L 3206, off 20) (L 3326, off 15) (L 3329, off 40) (L 3349, off 25) (L 3351, off 47) (L 3363, off 61) (L 3371, off 21) (L 3381, off 45) (L 3454, off 33) (L 3756, off 0) (L 3845, off 8) (L 3899, off 0) (L 3945, off 29) (L 3946, off 12) (L 4014, off 20) (L 4026, off 63) (L 4060, off 62) (L 4069, off 66) (L 4081, off 8) (L 4092, off 17) (L 4167, off 21) (L 4168, off 27) (L 4176, off 35) (L 4219, off 54) (L 4253, off 34) (L 4260, off 17) (L 4385, off 19) (L 4392, off 63) (L 4420, off 37) (L 4422, off 66) (L 4501, off 23) (L 4761, off 50) (L 4852, off 25) (L 4866, off 14) (L 4871, off 24) (L 4897, off 24) (L 4951, off 35) (L 4954, off 42) 
 "all" 110 (L 200, off 0) (L 203, off 41) (L 226, off 19) (L 231, off 16) (L 314, off 68) (L 355, off 21) (L 400, off 20) (L 405, off 19) (L 501, off 36) (L 520, off 33) (L 668, off 66) (L 696, off 0) (L 989, off 46) (L 1007, off 25) (L 1106, off 43) (L 1114, off 61) (L 1153, off 37) (L 1429, off 52) (L 1475, off 24) (L 1510, off 58) (L 1542, off 64) (L 1570, off 11) (L 1620, off 22) (L 1760, off 48) (L 1840, off 59) (L 1874, off 16) (L 1938, off 27) (L 1966, off 59) (L 1989, off 24) (L 1996, off 49) (L 2009, off 33) (L 2024, off 59) (L 2269, off 61) (L 2295, off 9) (L 2299, off 52) (L 2363, off 27) (L 2377, off 15) (L 2456, off 46) (L 2457, off 61) (L 2464, off 51) (L 2472, off 11) (L 2530, off 8) (L 2558, off 50) (L 2688, off 41) (L 2716, off 12) (L 2718, off 8) (L 2757, off 58) (L 2776, off 54) (L 2855, off 40) (L 2891, off 33) (L 2899, off 5) (L 2912, off 51) (L 2948, off 37) (L 2958, off 66) (L 3037, off 17) (L 3051, off 60) (L 3069, off 18) (L 3090, off 34) (L 3119, off 16) (L 3170, off 4) (L 3222, off 23) (L 3283, off 7) (L 3317, off 7) (L 3367, off 5) (L 3475, off 16) (L 3621, off 30) (L 3673, off 19) (L 3754, off 12) (L 3756, off 59) (L 3801, off 7) (L 3884, off 18) (L 3886, off 19) (L 3900, off 13) (L 3963, off 65) (L 3972, off 7) (L 3999, off 20) (L 4005, off 8) (L 4080, off 62) (L 4094, off 10) (L 4094, off 63) (L 4240, off 10) (L 4276, off 28) (L 4310, off 14) (L 4321, off 6) (L 4357, off 5) (L 4364, off 12) (L 4372, off 48) (L 4441, off 44) (L 4442, off 33) (L 4459, off 53) (L 4464, off 8) (L 4539, off 12) (L 4597, off 9) (L 4634, off 38) (L 4644, off 11) (L 4645, off 66) (L 4647, off 0) (L 4665, off 39) (L 4670, off 35) (L 4689, off 30) (L 4718, off 40) (L 4768, off 13) (L 4769, off 21) (L 4769, off 36) (L 4777, off 18) (L 4804, off 60) (L 4845, off 14) (L 4858, off 10) (L 4909, off 38) (L 4942, off 10) 
 "trap" 124 (L 2516, off 14) (L 2518, off 16) (L 2520, off 3) (L 2522, off 3) (L 2525, off 4) (L 2533, off 63) (L 2541, off 16) (L 2548, off 17) (L 2550, off 38) (L 2551, off 14) (L 2552, off 36) (L 2552, off 62) (L 2555, off 65) (L 2565, off 31) (L 2584, off 25) (L 2587, off 29) (L 2609, off 4) (L 2612, off 24) (L 2615, off 0) (L 2615, off 52) (L 2623, off 57) (L 2625, off 37) (L 2626, off 8) (L 2629, off 36) (L 2652, off 19) (L 2655, off 0) (L 2656, off 9) (L 2680, off 38) (L 2683, off 22) (L 2696, off 5) (L 2706, off 17) (L 2708, off 32) (L 2710, off 46) (L 2724, off 59) (L 2730, off 0) (L 2733, off 0) (L 2746, off 20) (L 2753, off 5) (L 2757, off 27) (L 2766, off 57) (L 2779, off 0) (L 2787, off 23) (L 2795, off 9) (L 2803, off 46) (L 2810, off 19) (L 2811, off 24) (L 2820, off 36) (L 2829, off 29) (L 2844, off 52) (L 2855, off 32) (L 2858, off 18) (L 2868, off 52) (L 2875, off 9) (L 2875, off 52) (L 2884, off 9) (L 2891, off 22) (L 2900, off 60) (L 2906, off 21) (L 2912, off 66) (L 2919, off 17) (L 2926, off 60) (L 2933, off 32) (L 2942, off 27) (L 2946, off 48) (L 2948, off 56) (L 2955, off 35) (L 2959, off 11) (L 2960, off 42) (L 2965, off 63) (L 2968, off 24) (L 2974, off 50) (L 2978, off 12) (L 2981, off 60) (L 3012, off 0) (L 3014, off 30) (L 3017, off 28) (L 3018, off 42) (L 3032, off 31) (L 3037, off 63) (L 3043, off 43) (L 3047, off 5) (L 3052, off 11) (L 3060, off 45) (L 3064, off 0) (L 3076, off 19) (L 3092, off 37) (L 3097, off 4) (L 3099, off 25) (L 3105, off 51) (L 3107, off 37) (L 3114, off 4) (L 3115, off 57) (L 3122, off 57) (L 3126, off 8) (L 3132, off 23) (L 3135, off 5) (L 3135, off 22) (L 3147, off 26) (L 3154, off 28) (L 3168, off 13) (L 3169, off 31) (L 3169, off 64) (L 3177, off 12) (L 3178, off 49) (L 3205, off 54) (L 3209, off 17) (L 3213, off 50) (L 3237, off 55) (L 3263, off 47) (L 3292, off 53) (L 3295, off 52) (L 3302, off 23) (L 3307, off 36) (L 3319, off 7) (L 3326, off 33) (L 3329, off 14) (L 3332, off 58) (L 3336, off 15) (L 3360, off 20) (L 3371, off 31) (L 3402, off 31) (L 3404, off 18) (L 3404, off 66) (L 3519, off 14) 
 "can" 127 (L 177, off 26) (L 203, off 57) (L 219, off 55) (L 242, off 33) (L 279, off 16) (L 281, off 25) (L 288, off 10) (L 298, off 9) (L 314, off 12) (L 318, off 4) (L 324, off 30) (L 421, off 28) (L 455, off 33) (L 485, off 4) (L 638, off 10) (L 639, off 18) (L 654, off 11) (L 665, off 24) (L 669, off 53) (L 700, off 18) (L 756, off 39) (L 772, off 42) (L 873, off 0) (L 943, off 54) (L 958, off 9) (L 959, off 9) (L 988, off 5) (L 988, off 65) (L 1020, off 5) (L 1057, off 5) (L 1156, off 9) (L 1243, off 39) (L 1343, off 64) (L 1393, off 40) (L 1398, off 5) (L 1478, off 5) (L 1537, off 4) (L 1614, off 53) (L 1674, off 26) (L 1756, off 60) (L 1775, off 35) (L 1845, off 5) (L 1874, off 12) (L 1997, off 58) (L 2000, off 21) (L 2053, off 10) (L 2072, off 5) (L 2080, off 11) (L 2096, off 49) (L 2194, off 12) (L 2216, off 3) (L 2216, off 45) (L 2289, off 55) (L 2302, off 9) (L 2334, off 11) (L 2344, off 45) (L 2383, off 63) (L 2445, off 2) (L 2451, off 28) (L 2458, off 52) (L 2498, off 7) (L 2510, off 58) (L 2531, off 45) (L 2552, off 46) (L 2573, off 18) (L 2573, off 37) (L 2580, off 6) (L 2715, off 18) (L 2732, off 57) (L 2777, off 45) (L 2881, off 8) (L 2958, off 10) (L 2974, off 66) (L 2986, off 5) (L 3000, off 46) (L 3049, off 3) (L 3059, off 51) (L 3067, off 42) (L 3099, off 4) (L 3174, off 26) (L 3181, off 53) (L 3190, off 46) (L 3192, off 15) (L 3296, off 23) (L 3313, off 28) (L 3366, off 58) (L 3462, off 16) (L 3506, off 67) (L 3535, off 46) (L 3558, off 10) (L 3558, off 49) (L 3803, off 50) (L 3849, off 14) (L 3869, off 34) (L 3886, off 4) (L 3895, off 23) (L 3899, off 61) (L 3976, off 34) (L 3978, off 4) (L 3978, off 25) (L 3980, off 19) (L 4048, off 46) (L 4083, off 13) (L 4084, off 15) (L 4097, off 37) (L 4118, off 66) (L 4124, off 36) (L 4141, off 16) (L 4160, off 0) (L 4165, off 3) (L 4227, off 41) (L 4322, off 27) (L 4339, off 15) (L 4364, off 54) (L 4365, off 28) (L 4517, off 38) (L 4555, off 11) (L 4609, off 11) (L 4656, off 16) (L 4658, off 52) (L 4675, off 15) (L 4680, off 9) (L 4705, off 58) (L 4815, off 67) (L 4867, off 35) (L 4888, off 12) (L 4902, off 63) 
 "out" 130 (L 288, off 19) (L 319, off 0) (L 486, off 21) (L 505, off 12) (L 521, off 13) (L 548, off 6) (L 548, off 31) (L 623, off 29) (L 772, off 56) (L 804, off 21) (L 805, off 61) (L 822, off 18) (L 846, off 8) (L 850, off 38) (L 961, off 58) (L 970, off 53) (L 985, off 25) (L 997, off 52) (L 1023, off 6) (L 1136, off 5) (L 1136, off 23) (L 1136, off 45) (L 1149, off 36) (L 1152, off 5) (L 1153, off 64) (L 1172, off 10) (L 1278, off 58) (L 1280, off 28) (L 1316, off 39) (L 1332, off 10) (L 1334, off 29) (L 1401, off 59) (L 1418, off 24) (L 1434, off 33) (L 1440, off 42) (L 1470, off 27) (L 1485, off 67) (L 1517, off 32) (L 1537, off 57) (L 1561, off 0) (L 1604, off 34) (L 1630, off 53) (L 1735, off 8) (L 1841, off 0) (L 1855, off 5) (L 1860, off 3) (L 1892, off 48) (L 1893, off 22) (L 1900, off 5) (L 1940, off 19) (L 1942, off 11) (L 1964, off 0) (L 1978, off 33) (L 1986, off 51) (L 2012, off 68) (L 2090, off 46) (L 2104, off 46) (L 2151, off 64) (L 2194, off 21) (L 2198, off 16) (L 2572, off 41) (L 2767, off 53) (L 2830, off 0) (L 2850, off 45) (L 2866, off 27) (L 2872, off 14) (L 2889, off 39) (L 2916, off 53) (L 2933, off 8) (L 2933, off 20) (L 2966, off 5) (L 2989, off 60) (L 3032, off 65) (L 3037, off 68) (L 3049, off 14) (L 3051, off 15) (L 3054, off 52) (L 3065, off 8) (L 3074, off 48) (L 3083, off 65) (L 3096, off 5) (L 3096, off 62) (L 3099, off 14) (L 3122, off 45) (L 3135, off 13) (L 3147, off 14) (L 3154, off 45) (L 3161, off 32) (L 3165, off 46) (L 3168, off 18) (L 3204, off 17) (L 3213, off 6) (L 3214, off 15) (L 3236, off 52) (L 3299, off 20) (L 3347, off 37) (L 3360, off 9) (L 3390, off 62) (L 3424, off 61) (L 3524, off 24) (L 3645, off 59) (L 3661, off 64) (L 3671, off 22) (L 3672, off 51) (L 3747, off 0) (L 3834, off 30) (L 3838, off 11) (L 3862, off 20) (L 3869, off 9) (L 3871, off 49) (L 3873, off 43) (L 3881, off 52) (L 3886, off 15) (L 3904, off 0) (L 3957, off 18) (L 4095, off 9) (L 4111, off 40) (L 4161, off 59) (L 4170, off 59) (L 4176, off 31) (L 4326, off 58) (L 4356, off 46) (L 4369, off 10) (L 4372, off 44) (L 4441, off 58) (L 4467, off 28) (L 4494, off 22) (L 4496, off 25) (L 4517, off 62) (L 4901, off 45) 
 "Mrs" 132 (L 733, off 55) (L 736, off 17) (L 777, off 57) (L 801, off 55) (L 802, off 29) (L 809, off 13) (L 813, off 47) (L 819, off 0) (L 821, off 52) (L 826, off 0) (L 832, off 51) (L 841, off 55) (L 849, off 16) (L 1415, off 47) (L 1418, off 31) (L 1454, off 16) (L 1462, off 32) (L 1470, off 0) (L 1473, off 9) (L 1485, off 0) (L 1489, off 41) (L 1505, off 27) (L 1509, off 36) (L 1515, off 0) (L 1522, off 21) (L 1556, off 48) (L 1560, off 15) (L 1563, off 38) (L 1568, off 47) (L 1582, off 13) (L 1585, off 18) (L 1596, off 52) (L 1602, off 46) (L 1611, off 36) (L 1614, off 40) (L 1618, off 32) (L 1658, off 10) (L 1661, off 28) (L 1666, off 14) (L 1674, off 49) (L 1680, off 19) (L 1692, off 29) (L 1701, off 0) (L 1715, off 14) (L 1730, off 66) (L 1770, off 39) (L 1899, off 29) (L 2150, off 53) (L 2154, off 42) (L 2179, off 30) (L 2269, off 18) (L 2272, off 21) (L 2277, off 15) (L 2283, off 0) (L 2288, off 45) (L 2298, off 5) (L 2306, off 27) (L 2312, off 36) (L 2316, off 35) (L 2320, off 28) (L 2339, off 5) (L 2505, off 37) (L 2533, off 38) (L 2706, off 25) (L 2710, off 11) (L 2725, off 25) (L 2732, off 38) (L 2778, off 46) (L 2781, off 26) (L 2795, off 22) (L 2798, off 8) (L 2818, off 8) (L 2826, off 27) (L 2844, off 60) (L 2848, off 0) (L 2850, off 50) (L 2927, off 13) (L 2978, off 20) (L 2989, off 42) (L 3005, off 58) (L 3012, off 8) (L 3031, off 57) (L 3037, off 0) (L 3043, off 57) (L 3046, off 14) (L 3049, off 47) (L 3054, off 23) (L 3059, off 29) (L 3063, off 13) (L 3067, off 25) (L 3082, off 21) (L 3090, off 0) (L 3094, off 32) (L 3109, off 62) (L 3125, off 23) (L 3131, off 14) (L 3137, off 61) (L 3163, off 0) (L 3168, off 30) (L 3182, off 11) (L 3195, off 28) (L 3198, off 19) (L 3236, off 7) (L 3240, off 5) (L 3298, off 0) (L 3306, off 11) (L 3310, off 38) (L 3360, off 42) (L 3958, off 11) (L 3963, off 28) (L 3972, off 24) (L 3976, off 57) (L 3983, off 5) (L 3992, off 22) (L 4004, off 24) (L 4006, off 37) (L 4016, off 11) (L 4017, off 27) (L 4024, off 48) (L 4027, off 35) (L 4037, off 21) (L 4052, off 24) (L 4056, off 37) (L 4064, off 42) (L 4069, off 50) (L 4070, off 36) (L 4074, off 24) (L 4074, off 45) (L 4081, off 28) (L 4107, off 8) (L 4184, off 0) (L 4529, off 30) 
 "boys" 139 (L 130, off 12) (L 251, off 57) (L 257, off 20) (L 321, off 10) (L 327, off 63) (L 343, off 37) (L 423, off 64) (L 439, off 42) (L 466, off 30) (L 526, off 17) (L 527, off 48) (L 541, off 55) (L 649, off 10) (L 767, off 22) (L 783, off 18) (L 790, off 4) (L 803, off 57) (L 853, off 34) (L 871, off 44) (L 872, off 25) (L 873, off 39) (L 879, off 33) (L 966, off 16) (L 1012, off 4) (L 1170, off 4) (L 1177, off 57) (L 1232, off 4) (L 1237, off 0) (L 1285, off 10) (L 1291, off 39) (L 1300, off 0) (L 1311, off 23) (L 1323, off 37) (L 1331, off 29) (L 1357, off 43) (L 1410, off 52) (L 1462, off 4) (L 1472, off 29) (L 1542, off 4) (L 1702, off 11) (L 1733, off 4) (L 1751, off 42) (L 1762, off 8) (L 1819, off 27) (L 1823, off 4) (L 1927, off 20) (L 1942, off 34) (L 1948, off 4) (L 1962, off 38) (L 2012, off 9) (L 2083, off 58) (L 2088, off 4) (L 2107, off 50) (L 2207, off 53) (L 2216, off 16) (L 2277, off 50) (L 2331, off 21) (L 2345, off 64) (L 2355, off 17) (L 2419, off 8) (L 2514, off 23) (L 2569, off 0) (L 2587, off 11) (L 2593, off 4) (L 2625, off 10) (L 2646, off 13) (L 2663, off 53) (L 2688, off 22) (L 2715, off 13) (L 2725, off 0) (L 2749, off 32) (L 2765, off 40) (L 2778, off 14) (L 2781, off 60) (L 2790, off 12) (L 2803, off 4) (L 2809, off 4) (L 2815, off 13) (L 2819, off 61) (L 2825, off 4) (L 2851, off 26) (L 2877, off 27) (L 2935, off 23) (L 2959, off 42) (L 2978, off 47) (L 2989, off 21) (L 3007, off 31) (L 3114, off 42) (L 3116, off 51) (L 3204, off 47) (L 3317, off 66) (L 3329, off 52) (L 3366, off 48) (L 3370, off 44) (L 3391, off 4) (L 3592, off 0) (L 3614, off 4) (L 3623, off 15) (L 3655, off 30) (L 3658, off 4) (L 3698, off 8) (L 3775, off 47) (L 3781, off 17) (L 3795, off 64) (L 3807, off 0) (L 3831, off 42) (L 3844, off 45) (L 3855, off 32) (L 3871, off 18) (L 3875, off 59) (L 3880, off 8) (L 3938, off 41) (L 3973, off 28) (L 4052, off 46) (L 4080, off 13) (L 4107, off 34) (L 4114, off 14) (L 4121, off 4) (L 4184, off 64) (L 4214, off 17) (L 4216, off 18) (L 4236, off 6) (L 4259, off 62) (L 4283, off 24) (L 4287, off 40) (L 4307, off 7) (L 4321, off 39) (L 4324, off 16) (L 4348, off 0) (L 4377, off 30) (L 4379, off 33) (L 4384, off 20) (L 4449, off 40) (L 4456, off 10) (L 4466, off 48) (L 4501, off 33) (L 4506, off 22) (L 4516, off 32) (L 4534, off 4) 
 "him" 142 (L 338, off 24) (L 542, off 10) (L 707, off 47) (L 724, off 55) (L 754, off 37) (L 770, off 7) (L 1171, off 58) (L 1204, off 15) (L 1204, off 47) (L 1207, off 10) (L 1208, off 0) (L 1209, off 51) (L 1242, off 59) (L 1249, off 19) (L 1255, off 40) (L 1256, off 47) (L 1337, off 53) (L 1340, off 5) (L 1342, off 0) (L 1345, off 19) (L 1360, off 19) (L 1369, off 13) (L 1376, off 20) (L 1390, off 20) (L 1437, off 55) (L 1441, off 37) (L 1459, off 12) (L 1606, off 62) (L 1677, off 49) (L 1725, off 39) (L 1725, off 52) (L 1743, off 8) (L 1755, off 65) (L 1767, off 11) (L 1767, off 63) (L 1785, off 8) (L 1816, off 13) (L 1819, off 66) (L 1826, off 21) (L 1836, off 17) (L 1867, off 5) (L 1933, off 24) (L 1964, off 7) (L 1989, off 44) (L 2022, off 0) (L 2067, off 29) (L 2288, off 34) (L 2364, off 62) (L 2368, off 20) (L 2370, off 53) (L 2376, off 5) (L 2395, off 50) (L 2468, off 42) (L 2473, off 50) (L 2475, off 19) (L 2516, off 5) (L 2551, off 66) (L 2553, off 41) (L 2588, off 17) (L 2623, off 43) (L 2642, off 19) (L 2663, off 12) (L 2680, off 20) (L 2708, off 37) (L 2806, off 26) (L 2901, off 32) (L 2921, off 36) (L 2963, off 45) (L 3080, off 33) (L 3119, off 64) (L 3122, off 41) (L 3123, off 0) (L 3126, off 31) (L 3128, off 26) (L 3147, off 0) (L 3154, off 41) (L 3169, off 59) (L 3171, off 33) (L 3216, off 7) (L 3267, off 9) (L 3371, off 52) (L 3391, off 55) (L 3415, off 38) (L 3428, off 14) (L 3443, off 27) (L 3491, off 21) (L 3497, off 0) (L 3502, off 15) (L 3538, off 38) (L 3553, off 44) (L 3555, off 49) (L 3650, off 25) (L 3650, off 43) (L 3681, off 39) (L 3686, off 36) (L 3700, off 13) (L 3741, off 17) (L 3756, off 38) (L 3759, off 18) (L 3771, off 11) (L 3785, off 26) (L 3798, off 61) (L 3840, off 13) (L 3868, off 11) (L 3868, off 47) (L 3869, off 5) (L 3869, off 44) (L 3876, off 63) (L 3880, off 26) (L 3883, off 15) (L 3883, off 45) (L 3900, off 9) (L 3920, off 32) (L 3950, off 6) (L 3952, off 45) (L 3970, off 12) (L 3976, off 43) (L 4037, off 50) (L 4060, off 53) (L 4119, off 11) (L 4147, off 23) (L 4161, off 46) (L 4171, off 63) (L 4174, off 51) (L 4176, off 12) (L 4176, off 41) (L 4227, off 50) (L 4337, off 34) (L 4340, off 67) (L 4390, off 24) (L 4392, off 44) (L 4404, off 63) (L 4415, off 43) (L 4416, off 17) (L 4438, off 33) (L 4473, off 5) (L 4480, off 60) (L 4492, off 26) (L 4495, off 59) (L 4499, off 35) (L 4536, off 62) (L 4537, off 5) 
 "asked" 163 (L 150, off 17) (L 158, off 13) (L 172, off 11) (L 207, off 38) (L 213, off 17) (L 236, off 17) (L 296, off 27) (L 308, off 11) (L 336, off 24) (L 383, off 7) (L 402, off 41) (L 449, off 27) (L 463, off 27) (L 502, off 0) (L 534, off 9) (L 566, off 54) (L 576, off 19) (L 580, off 30) (L 602, off 13) (L 607, off 24) (L 609, off 15) (L 615, off 47) (L 618, off 53) (L 625, off 60) (L 635, off 37) (L 676, off 0) (L 736, off 30) (L 804, off 38) (L 841, off 49) (L 869, off 42) (L 889, off 18) (L 893, off 24) (L 979, off 39) (L 1049, off 17) (L 1071, off 28) (L 1095, off 54) (L 1168, off 25) (L 1184, off 22) (L 1188, off 37) (L 1190, off 51) (L 1230, off 10) (L 1260, off 60) (L 1264, off 57) (L 1270, off 39) (L 1297, off 25) (L 1303, off 31) (L 1307, off 36) (L 1314, off 20) (L 1337, off 62) (L 1339, off 52) (L 1365, off 34) (L 1396, off 40) (L 1418, off 54) (L 1425, off 23) (L 1429, off 21) (L 1443, off 36) (L 1489, off 35) (L 1505, off 21) (L 1525, off 0) (L 1527, off 42) (L 1650, off 27) (L 1714, off 64) (L 1723, off 16) (L 1739, off 8) (L 1745, off 20) (L 1801, off 43) (L 1828, off 31) (L 1868, off 0) (L 1897, off 17) (L 1994, off 17) (L 2018, off 7) (L 2041, off 23) (L 2047, off 35) (L 2064, off 35) (L 2070, off 18) (L 2077, off 47) (L 2093, off 32) (L 2232, off 21) (L 2234, off 48) (L 2272, off 33) (L 2310, off 22) (L 2341, off 34) (L 2357, off 31) (L 2366, off 26) (L 2373, off 29) (L 2448, off 41) (L 2472, off 23) (L 2478, off 18) (L 2482, off 46) (L 2514, off 7) (L 2562, off 29) (L 2568, off 29) (L 2575, off 20) (L 2580, off 22) (L 2584, off 45) (L 2610, off 30) (L 2618, off 27) (L 2629, off 43) (L 2652, off 31) (L 2659, off 7) (L 2678, off 29) (L 2686, off 47) (L 2759, off 40) (L 2770, off 53) (L 2774, off 34) (L 2795, off 16) (L 2832, off 35) (L 2858, off 35) (L 2895, off 21) (L 2984, off 11) (L 3051, off 42) (L 3057, off 33) (L 3071, off 27) (L 3087, off 20) (L 3128, off 32) (L 3137, off 55) (L 3156, off 17) (L 3185, off 15) (L 3246, off 36) (L 3252, off 15) (L 3270, off 19) (L 3301, off 22) (L 3326, off 40) (L 3341, off 25) (L 3478, off 32) (L 3484, off 19) (L 3499, off 7) (L 3524, off 36) (L 3542, off 56) (L 3556, off 5) (L 3564, off 39) (L 3571, off 51) (L 3619, off 27) (L 3676, off 36) (L 3702, off 29) (L 3751, off 37) (L 3888, off 11) (L 3966, off 22) (L 4009, off 34) (L 4021, off 42) (L 4029, off 32) (L 4041, off 28) (L 4049, off 31) (L 4054, off 32) (L 4058, off 48) (L 4060, off 47) (L 4091, off 45) (L 4196, off 26) (L 4219, off 30) (L 4222, off 12) (L 4242, off 19) (L 4276, off 34) (L 4315, off 23) (L 4353, off 32) (L 4368, off 37) (L 4390, off 30) (L 4453, off 21) (L 4462, off 25) (L 4475, off 27) (L 4483, off 21) (L 4499, off 41) (L 4514, off 49) (L 4553, off 40) 
