 "'AS-IS'" 1 
 "--bootlegging" 1 (L 378, off 50) 
 "about" 29 (L 71, off 35) (L 130, off 46) (L 155, off 51) (L 186, off 29) (L 186, off 58) (L 251, off 20) (L 405, off 14) (L 422, off 26) (L 482, off 63) (L 540, off 11) (L 548, off 21) (L 568, off 24) (L 616, off 28) (L 703, off 66) (L 728, off 30) (L 738, off 34) (L 848, off 6) (L 879, off 7) (L 944, off 50) (L 954, off 26) (L 1176, off 49) (L 1229, off 30) (L 1575, off 26) (L 1667, off 23) (L 1681, off 27) (L 1684, off 41) (L 1709, off 23) (L 1760, off 35) (L 1763, off 42) 
 "out" 30 (L 66, off 62) (L 69, off 13) (L 87, off 35) (L 207, off 52) (L 214, off 12) (L 226, off 22) (L 260, off 13) (L 295, off 61) (L 304, off 36) (L 336, off 63) (L 344, off 45) (L 376, off 22) (L 430, off 28) (L 443, off 63) (L 444, off 39) (L 467, off 39) (L 518, off 46) (L 533, off 65) (L 618, off 21) (L 891, off 24) (L 1025, off 23) (L 1068, off 16) (L 1074, off 28) (L 1148, off 62) (L 1150, off 7) (L 1172, off 30) (L 1242, off 55) (L 1287, off 5) (L 1355, off 31) (L 1713, off 45) 
 "then" 30 (L 106, off 41) (L 185, off 67) (L 189, off 27) (L 236, off 22) (L 285, off 27) (L 447, off 34) (L 468, off 60) (L 495, off 13) (L 518, off 36) (L 550, off 10) (L 575, off 46) (L 666, off 59) (L 678, off 32) (L 695, off 51) (L 722, off 22) (L 817, off 18) (L 839, off 49) (L 927, off 44) (L 941, off 35) (L 964, off 25) (L 968, off 53) (L 1019, off 63) (L 1088, off 41) (L 1094, off 45) (L 1124, off 4) (L 1245, off 4) (L 1262, off 10) (L 1306, off 21) (L 1360, off 40) (L 1362, off 55) 
 "works" 32 (L 1418, off 13) (L 1419, off 62) (L 1424, off 24) (L 1429, off 54) (L 1441, off 27) (L 1448, off 24) (L 1455, off 54) (L 1465, off 65) (L 1468, off 24) (L 1470, off 11) (L 1474, off 35) (L 1475, off 0) (L 1479, off 34) (L 1482, off 26) (L 1483, off 0) (L 1494, off 36) (L 1531, off 59) (L 1558, off 61) (L 1562, off 58) (L 1566, off 34) (L 1582, off 16) (L 1584, off 2) (L 1592, off 39) (L 1595, off 41) (L 1605, off 0) (L 1607, off 11) (L 1657, off 52) (L 1660, off 11) (L 1670, off 11) (L 1714, off 52) (L 1743, off 69) (L 1746, off 48) 
 "your" 32 (L 81, off 10) (L 162, off 26) (L 185, off 14) (L 244, off 61) (L 331, off 24) (L 412, off 22) (L 482, off 50) (L 487, off 9) (L 535, off 62) (L 688, off 23) (L 744, off 12) (L 884, off 55) (L 888, off 20) (L 935, off 0) (L 944, off 36) (L 984, off 32) (L 1011, off 12) (L 1013, off 0) (L 1169, off 12) (L 1197, off 18) (L 1357, off 0) (L 1365, off 44) (L 1455, off 63) (L 1492, off 18) (L 1528, off 45) (L 1567, off 31) (L 1572, off 31) (L 1612, off 18) (L 1633, off 5) (L 1682, off 27) (L 1693, off 22) 
 "who" 33 (L 87, off 17) (L 103, off 38) (L 175, off 52) (L 176, off 62) (L 178, off 0) (L 298, off 64) (L 318, off 31) (L 323, off 13) (L 460, off 28) (L 499, off 6) (L 571, off 16) (L 584, off 0) (L 584, off 63) (L 617, off 59) (L 624, off 21) (L 654, off 25) (L 662, off 8) (L 663, off 4) (L 704, off 6) (L 705, off 24) (L 818, off 51) (L 866, off 42) (L 1031, off 56) (L 1041, off 14) (L 1069, off 20) (L 1085, off 0) (L 1144, off 15) (L 1230, off 22) (L 1339, off 58) (L 1361, off 40) (L 1463, off 67) (L 1578, off 56) (L 1731, off 67) 
 "man" 35 (L 76, off 11) (L 85, off 11) (L 118, off 20) (L 198, off 50) (L 344, off 34) (L 395, off 19) (L 488, off 0) (L 491, off 11) (L 624, off 17) (L 654, off 21) (L 662, off 4) (L 663, off 0) (L 692, off 30) (L 703, off 59) (L 817, off 44) (L 861, off 25) (L 874, off 39) (L 879, off 0) (L 980, off 23) (L 1002, off 30) (L 1061, off 31) (L 1068, off 3) (L 1090, off 11) (L 1144, off 11) (L 1167, off 23) (L 1194, off 45) (L 1230, off 18) (L 1339, off 31) (L 1339, off 54) (L 1341, off 0) (L 1341, off 62) (L 1343, off 19) (L 1358, off 59) (L 1359, off 48) (L 1360, off 53) (L 1361, off 36) 
 "Emspak" 36 (L 52, off 56) (L 83, off 11) (L 100, off 58) (L 130, off 0) (L 161, off 15) (L 210, off 5) (L 244, off 5) (L 253, off 60) (L 307, off 26) (L 314, off 29) (L 323, off 31) (L 341, off 63) (L 357, off 37) (L 367, off 21) (L 391, off 34) (L 396, off 18) (L 477, off 57) (L 507, off 35) (L 574, off 48) (L 648, off 10) (L 730, off 21) (L 827, off 34) (L 859, off 60) (L 894, off 17) (L 932, off 0) (L 968, off 5) (L 999, off 61) (L 1042, off 39) (L 1129, off 45) (L 1140, off 5) (L 1257, off 5) (L 1293, off 33) (L 1313, off 10) (L 1333, off 51) (L 1371, off 0) (L 1386, off 15) 
 "Corfino" 40 (L 112, off 20) (L 224, off 31) (L 245, off 46) (L 371, off 33) (L 420, off 23) (L 453, off 0) (L 462, off 51) (L 506, off 15) (L 571, off 57) (L 603, off 11) (L 607, off 0) (L 621, off 5) (L 621, off 26) (L 729, off 0) (L 733, off 25) (L 764, off 0) (L 764, off 37) (L 772, off 29) (L 773, off 0) (L 809, off 0) (L 817, off 62) (L 819, off 13) (L 829, off 32) (L 829, off 60) (L 841, off 25) (L 846, off 27) (L 846, off 61) (L 851, off 55) (L 853, off 0) (L 866, off 14) (L 866, off 33) (L 927, off 26) (L 928, off 5) (L 1094, off 8) (L 1094, off 29) (L 1144, off 44) (L 1199, off 6) (L 1265, off 5) (L 1376, off 17) 
 "all" 40 (L 73, off 0) (L 130, off 12) (L 145, off 18) (L 207, off 14) (L 210, off 22) (L 391, off 16) (L 568, off 7) (L 570, off 63) (L 586, off 0) (L 629, off 50) (L 875, off 55) (L 1002, off 13) (L 1039, off 31) (L 1039, off 49) (L 1042, off 29) (L 1063, off 4) (L 1110, off 19) (L 1166, off 42) (L 1234, off 68) (L 1319, off 45) (L 1356, off 3) (L 1356, off 57) (L 1385, off 46) (L 1408, off 9) (L 1443, off 38) (L 1452, off 11) (L 1453, off 65) (L 1455, off 8) (L 1474, off 49) (L 1480, off 0) (L 1499, off 29) (L 1531, off 55) (L 1581, off 61) (L 1583, off 2) (L 1583, off 17) (L 1591, off 18) (L 1618, off 60) (L 1660, off 32) (L 1673, off 15) (L 1721, off 38) (L 1752, off 10) 
 "work" 44 (L 1441, off 64) (L 1442, off 14) (L 1451, off 11) (L 1457, off 32) (L 1463, off 52) (L 1476, off 25) (L 1479, off 53) (L 1484, off 46) (L 1485, off 56) (L 1490, off 26) (L 1494, off 56) (L 1495, off 27) (L 1496, off 55) (L 1503, off 56) (L 1503, off 66) (L 1516, off 56) (L 1519, off 23) (L 1521, off 40) (L 1522, off 47) (L 1524, off 37) (L 1527, off 56) (L 1533, off 18) (L 1536, off 24) (L 1537, off 0) (L 1537, off 18) (L 1540, off 11) (L 1540, off 48) (L 1545, off 46) (L 1548, off 50) (L 1553, off 41) (L 1587, off 23) (L 1588, off 13) (L 1589, off 17) (L 1595, off 24) (L 1618, off 24) (L 1629, off 26) (L 1631, off 51) (L 1632, off 13) (L 1634, off 19) (L 1635, off 38) (L 1637, off 27) (L 1642, off 25) (L 1663, off 28) (L 1664, off 51) 
 "any" 46 (L 48, off 44) (L 150, off 56) (L 198, off 46) (L 213, off 54) (L 352, off 53) (L 375, off 53) (L 732, off 10) (L 773, off 11) (L 931, off 21) (L 1009, off 5) (L 1131, off 23) (L 1286, off 27) (L 1295, off 54) (L 1429, off 11) (L 1442, off 4) (L 1442, off 33) (L 1450, off 25) (L 1463, off 25) (L 1494, off 64) (L 1496, off 51) (L 1496, off 63) (L 1503, off 21) (L 1503, off 62) (L 1520, off 33) (L 1529, off 57) (L 1536, off 33) (L 1537, off 8) (L 1540, off 20) (L 1545, off 54) (L 1547, off 0) (L 1558, off 36) (L 1578, off 31) (L 1587, off 2) (L 1617, off 28) (L 1630, off 34) (L 1648, off 12) (L 1652, off 20) (L 1656, off 17) (L 1658, off 36) (L 1661, off 61) (L 1663, off 3) (L 1664, off 26) (L 1664, off 65) (L 1726, off 52) (L 1735, off 0) (L 1754, off 43) 
 "case" 49 (L 101, off 43) (L 151, off 31) (L 161, off 31) (L 179, off 55) (L 183, off 20) (L 187, off 18) (L 192, off 5) (L 204, off 34) (L 205, off 57) (L 206, off 18) (L 213, off 18) (L 213, off 58) (L 222, off 17) (L 226, off 31) (L 242, off 23) (L 269, off 9) (L 270, off 15) (L 282, off 15) (L 291, off 61) (L 357, off 27) (L 389, off 21) (L 405, off 25) (L 440, off 33) (L 448, off 5) (L 450, off 16) (L 469, off 64) (L 481, off 31) (L 489, off 15) (L 495, off 62) (L 510, off 66) (L 536, off 0) (L 546, off 0) (L 548, off 32) (L 594, off 52) (L 612, off 29) (L 697, off 20) (L 771, off 28) (L 789, off 39) (L 919, off 52) (L 984, off 37) (L 1129, off 35) (L 1129, off 58) (L 1133, off 12) (L 1234, off 0) (L 1318, off 8) (L 1334, off 0) (L 1376, off 25) (L 1380, off 32) (L 1389, off 60) 
 "Gutenberg-tm" 55 (L 1424, off 0) (L 1440, off 23) (L 1444, off 8) (L 1448, off 0) (L 1450, off 50) (L 1455, off 30) (L 1457, off 8) (L 1465, off 41) (L 1468, off 0) (L 1469, off 58) (L 1474, off 11) (L 1481, off 34) (L 1482, off 58) (L 1484, off 8) (L 1486, off 43) (L 1495, off 14) (L 1502, off 38) (L 1503, off 43) (L 1516, off 32) (L 1524, off 58) (L 1527, off 32) (L 1531, off 30) (L 1535, off 58) (L 1537, off 47) (L 1543, off 0) (L 1548, off 37) (L 1550, off 39) (L 1555, off 13) (L 1558, off 48) (L 1562, off 34) (L 1566, off 21) (L 1568, off 30) (L 1580, off 50) (L 1583, off 55) (L 1592, off 26) (L 1595, off 0) (L 1598, off 58) (L 1606, off 0) (L 1606, off 56) (L 1617, off 0) (L 1618, off 0) (L 1657, off 28) (L 1659, off 50) (L 1663, off 15) (L 1664, off 38) (L 1667, off 52) (L 1669, off 8) (L 1677, off 36) (L 1680, off 33) (L 1712, off 8) (L 1743, off 45) (L 1746, off 0) (L 1748, off 20) (L 1751, off 8) (L 1760, off 49) 
 "Tony" 73 (L 103, off 5) (L 112, off 15) (L 121, off 19) (L 125, off 26) (L 133, off 24) (L 169, off 1) (L 175, off 60) (L 224, off 26) (L 245, off 41) (L 249, off 48) (L 289, off 65) (L 290, off 51) (L 295, off 51) (L 300, off 16) (L 307, off 1) (L 309, off 0) (L 310, off 8) (L 346, off 31) (L 371, off 28) (L 381, off 63) (L 384, off 62) (L 388, off 54) (L 420, off 18) (L 452, off 64) (L 462, off 46) (L 463, off 50) (L 540, off 45) (L 571, off 52) (L 603, off 26) (L 606, off 67) (L 607, off 9) (L 621, off 0) (L 621, off 21) (L 678, off 26) (L 717, off 49) (L 728, off 67) (L 733, off 20) (L 763, off 60) (L 764, off 32) (L 772, off 24) (L 772, off 61) (L 808, off 66) (L 817, off 57) (L 819, off 8) (L 829, off 27) (L 829, off 55) (L 841, off 20) (L 846, off 22) (L 846, off 56) (L 851, off 50) (L 852, off 64) (L 866, off 9) (L 866, off 28) (L 890, off 27) (L 914, off 39) (L 927, off 21) (L 928, off 0) (L 944, off 56) (L 955, off 0) (L 1012, off 6) (L 1094, off 3) (L 1094, off 24) (L 1095, off 49) (L 1144, off 39) (L 1189, off 0) (L 1199, off 1) (L 1212, off 0) (L 1225, off 0) (L 1225, off 58) (L 1226, off 57) (L 1229, off 1) (L 1265, off 0) (L 1286, off 53) 
 "Project" 84 (L 1, off 5) (L 6, off 7) (L 1403, off 11) (L 1423, off 51) (L 1425, off 23) (L 1440, off 15) (L 1442, off 58) (L 1444, off 0) (L 1447, off 51) (L 1450, off 42) (L 1455, off 22) (L 1457, off 0) (L 1462, off 6) (L 1465, off 33) (L 1467, off 63) (L 1469, off 50) (L 1472, off 9) (L 1474, off 3) (L 1480, off 18) (L 1481, off 26) (L 1482, off 50) (L 1484, off 0) (L 1486, off 35) (L 1495, off 6) (L 1499, off 47) (L 1502, off 30) (L 1503, off 35) (L 1504, off 21) (L 1505, off 8) (L 1511, off 25) (L 1516, off 24) (L 1521, off 62) (L 1524, off 50) (L 1527, off 24) (L 1531, off 22) (L 1535, off 50) (L 1537, off 39) (L 1542, off 58) (L 1548, off 29) (L 1550, off 31) (L 1555, off 5) (L 1558, off 40) (L 1562, off 26) (L 1566, off 13) (L 1568, off 22) (L 1569, off 57) (L 1573, off 60) (L 1575, off 49) (L 1580, off 42) (L 1583, off 47) (L 1592, off 18) (L 1594, off 51) (L 1597, off 14) (L 1598, off 0) (L 1598, off 50) (L 1603, off 7) (L 1605, off 58) (L 1606, off 48) (L 1615, off 60) (L 1616, off 56) (L 1617, off 59) (L 1657, off 20) (L 1659, off 42) (L 1663, off 7) (L 1664, off 30) (L 1667, off 44) (L 1669, off 0) (L 1676, off 46) (L 1677, off 28) (L 1678, off 62) (L 1680, off 25) (L 1681, off 37) (L 1684, off 51) (L 1687, off 4) (L 1691, off 43) (L 1709, off 46) (L 1712, off 0) (L 1738, off 17) (L 1743, off 37) (L 1745, off 52) (L 1748, off 12) (L 1751, off 0) (L 1760, off 41) (L 1761, off 39) 
 "Jake" 135 (L 52, off 51) (L 65, off 0) (L 83, off 6) (L 89, off 0) (L 95, off 13) (L 100, off 53) (L 109, off 26) (L 115, off 15) (L 124, off 29) (L 126, off 56) (L 143, off 56) (L 148, off 47) (L 153, off 38) (L 156, off 46) (L 161, off 10) (L 165, off 0) (L 171, off 26) (L 179, off 31) (L 182, off 15) (L 187, off 0) (L 196, off 0) (L 204, off 45) (L 210, off 0) (L 218, off 31) (L 220, off 29) (L 240, off 1) (L 253, off 55) (L 259, off 49) (L 277, off 29) (L 284, off 40) (L 289, off 14) (L 295, off 42) (L 299, off 66) (L 309, off 31) (L 341, off 58) (L 348, off 0) (L 352, off 20) (L 359, off 16) (L 363, off 0) (L 367, off 16) (L 372, off 33) (L 391, off 29) (L 396, off 13) (L 398, off 12) (L 401, off 17) (L 411, off 1) (L 416, off 52) (L 426, off 0) (L 428, off 9) (L 434, off 0) (L 438, off 0) (L 443, off 9) (L 450, off 51) (L 458, off 43) (L 463, off 27) (L 469, off 20) (L 474, off 0) (L 477, off 52) (L 481, off 12) (L 493, off 41) (L 502, off 37) (L 507, off 30) (L 517, off 58) (L 525, off 9) (L 527, off 0) (L 532, off 0) (L 535, off 7) (L 558, off 0) (L 574, off 43) (L 594, off 15) (L 600, off 18) (L 605, off 0) (L 608, off 0) (L 640, off 44) (L 645, off 0) (L 648, off 5) (L 650, off 0) (L 652, off 8) (L 659, off 0) (L 680, off 22) (L 684, off 0) (L 690, off 46) (L 694, off 0) (L 703, off 0) (L 708, off 18) (L 714, off 33) (L 722, off 17) (L 730, off 16) (L 759, off 0) (L 771, off 35) (L 788, off 14) (L 796, off 0) (L 827, off 29) (L 830, off 48) (L 835, off 15) (L 839, off 44) (L 845, off 61) (L 850, off 59) (L 859, off 55) (L 878, off 33) (L 883, off 24) (L 894, off 12) (L 912, off 0) (L 931, off 64) (L 937, off 0) (L 959, off 0) (L 968, off 0) (L 979, off 52) (L 999, off 56) (L 1019, off 0) (L 1030, off 23) (L 1042, off 34) (L 1124, off 9) (L 1125, off 55) (L 1140, off 0) (L 1174, off 0) (L 1187, off 12) (L 1194, off 33) (L 1197, off 38) (L 1208, off 30) (L 1226, off 31) (L 1229, off 17) (L 1233, off 0) (L 1257, off 0) (L 1266, off 26) (L 1279, off 64) (L 1293, off 28) (L 1313, off 5) (L 1333, off 46) (L 1340, off 16) (L 1347, off 0) (L 1370, off 63) (L 1386, off 10) (L 1393, off 51) (L 1396, off 0) 
