 "'AS-IS'" 1 
 "--Accident" 1 (L 9294, off 6) 
 "old" 94 (L 327, off 25) (L 410, off 7) (L 455, off 20) (L 468, off 35) (L 524, off 16) (L 531, off 7) (L 600, off 30) (L 782, off 12) (L 999, off 19) (L 1012, off 41) (L 1287, off 41) (L 1616, off 10) (L 1797, off 47) (L 1817, off 61) (L 1819, off 14) (L 1838, off 38) (L 1847, off 4) (L 1865, off 7) (L 1883, off 64) (L 1928, off 12) (L 1986, off 16) (L 2086, off 11) (L 2162, off 0) (L 2385, off 39) (L 2425, off 32) (L 2445, off 23) (L 2692, off 20) (L 2839, off 60) (L 2944, off 29) (L 3155, off 32) (L 3246, off 33) (L 3338, off 45) (L 3525, off 29) (L 3657, off 35) (L 3775, off 24) (L 4052, off 35) (L 4054, off 54) (L 4107, off 5) (L 4110, off 12) (L 4186, off 33) (L 4269, off 18) (L 4456, off 44) (L 4744, off 35) (L 4849, off 31) (L 5092, off 42) (L 5159, off 39) (L 5455, off 56) (L 5462, off 24) (L 5534, off 18) (L 5585, off 39) (L 5598, off 29) (L 5633, off 67) (L 5782, off 59) (L 6028, off 12) (L 6268, off 58) (L 6396, off 22) (L 6583, off 54) (L 6628, off 55) (L 6669, off 11) (L 6699, off 10) (L 6743, off 42) (L 6906, off 62) (L 6932, off 66) (L 6965, off 7) (L 7002, off 36) (L 7067, off 7) (L 7083, off 67) (L 7121, off 15) (L 7224, off 39) (L 7270, off 29) (L 7414, off 4) (L 7423, off 6) (L 7495, off 31) (L 7505, off 20) (L 7559, off 18) (L 7657, off 35) (L 7695, off 55) (L 7700, off 32) (L 7725, off 40) (L 7853, off 17) (L 8033, off 61) (L 8056, off 18) (L 8210, off 14) (L 8234, off 30) (L 8382, off 4) (L 8498, off 42) (L 8667, off 13) (L 8750, off 17) (L 8797, off 5) (L 8832, off 6) (L 8846, off 56) (L 8909, off 20) (L 9617, off 52) (L 9873, off 30) 
 "Mac" 96 (L 486, off 29) (L 489, off 49) (L 501, off 45) (L 508, off 21) (L 513, off 27) (L 527, off 23) (L 539, off 22) (L 581, off 18) (L 591, off 31) (L 603, off 36) (L 642, off 43) (L 656, off 42) (L 664, off 36) (L 695, off 22) (L 708, off 37) (L 724, off 62) (L 728, off 28) (L 734, off 25) (L 739, off 14) (L 751, off 50) (L 777, off 6) (L 832, off 6) (L 866, off 61) (L 881, off 6) (L 887, off 37) (L 894, off 43) (L 902, off 30) (L 907, off 0) (L 913, off 25) (L 933, off 6) (L 959, off 39) (L 962, off 6) (L 1063, off 33) (L 1225, off 64) (L 1274, off 0) (L 1340, off 26) (L 1355, off 29) (L 1365, off 35) (L 1386, off 39) (L 1409, off 56) (L 1452, off 29) (L 1469, off 29) (L 1565, off 26) (L 1606, off 29) (L 1704, off 6) (L 1765, off 40) (L 1841, off 52) (L 2305, off 28) (L 2512, off 6) (L 2659, off 28) (L 2833, off 6) (L 3135, off 24) (L 3346, off 28) (L 3457, off 0) (L 3664, off 61) (L 3954, off 64) (L 4088, off 6) (L 4113, off 14) (L 4127, off 27) (L 4192, off 28) (L 4308, off 28) (L 4329, off 30) (L 4575, off 31) (L 4839, off 54) (L 5074, off 59) (L 5102, off 6) (L 5112, off 6) (L 5134, off 33) (L 5193, off 62) (L 5268, off 16) (L 5273, off 17) (L 5285, off 6) (L 5347, off 37) (L 5365, off 27) (L 5522, off 31) (L 5891, off 30) (L 5906, off 14) (L 5908, off 7) (L 5912, off 50) (L 5952, off 53) (L 6096, off 38) (L 6106, off 29) (L 6131, off 6) (L 6174, off 26) (L 6718, off 10) (L 7006, off 65) (L 7823, off 66) (L 7855, off 38) (L 7926, off 52) (L 7992, off 68) (L 8019, off 36) (L 8106, off 6) (L 8166, off 61) (L 8240, off 17) (L 8899, off 41) (L 8909, off 41) 
 "That" 96 (L 292, off 0) (L 302, off 1) (L 465, off 6) (L 467, off 29) (L 552, off 60) (L 650, off 1) (L 716, off 38) (L 786, off 47) (L 1038, off 1) (L 1047, off 31) (L 1130, off 1) (L 1240, off 1) (L 1344, off 6) (L 1365, off 1) (L 1508, off 1) (L 1576, off 46) (L 1608, off 18) (L 1671, off 1) (L 1676, off 1) (L 1692, off 0) (L 1777, off 1) (L 1797, off 1) (L 1841, off 1) (L 1959, off 1) (L 2015, off 0) (L 2093, off 65) (L 2129, off 1) (L 2157, off 1) (L 2333, off 13) (L 2376, off 1) (L 2625, off 1) (L 2692, off 1) (L 2861, off 55) (L 2864, off 39) (L 2874, off 1) (L 3177, off 56) (L 3185, off 1) (L 3282, off 13) (L 3433, off 0) (L 3440, off 51) (L 3590, off 1) (L 3614, off 64) (L 3649, off 1) (L 3818, off 49) (L 3934, off 36) (L 3948, off 47) (L 4100, off 1) (L 4140, off 1) (L 4402, off 1) (L 4448, off 1) (L 4462, off 1) (L 4478, off 0) (L 4505, off 1) (L 4743, off 52) (L 5163, off 63) (L 5533, off 32) (L 5585, off 34) (L 5759, off 30) (L 5765, off 65) (L 5994, off 8) (L 6096, off 1) (L 6120, off 1) (L 6127, off 11) (L 6149, off 1) (L 6298, off 59) (L 6319, off 21) (L 6682, off 1) (L 6732, off 1) (L 6787, off 1) (L 6949, off 1) (L 6995, off 1) (L 7008, off 61) (L 7278, off 1) (L 7309, off 1) (L 7471, off 1) (L 7654, off 1) (L 7665, off 47) (L 7751, off 1) (L 7799, off 1) (L 7803, off 0) (L 7965, off 0) (L 7995, off 1) (L 8045, off 1) (L 8056, off 1) (L 8075, off 57) (L 8087, off 1) (L 8360, off 1) (L 8360, off 59) (L 8526, off 0) (L 8599, off 1) (L 8616, off 1) (L 8700, off 1) (L 8713, off 1) (L 8774, off 1) (L 8845, off 1) (L 8874, off 0) 
 "--A" 99 (L 8963, off 5) (L 8968, off 5) (L 8970, off 5) (L 8986, off 5) (L 8987, off 5) (L 8993, off 5) (L 9003, off 5) (L 9005, off 5) (L 9008, off 5) (L 9020, off 5) (L 9024, off 5) (L 9025, off 5) (L 9030, off 5) (L 9031, off 5) (L 9044, off 5) (L 9050, off 5) (L 9052, off 5) (L 9063, off 6) (L 9064, off 6) (L 9067, off 6) (L 9072, off 6) (L 9073, off 6) (L 9075, off 6) (L 9077, off 6) (L 9079, off 6) (L 9081, off 6) (L 9084, off 6) (L 9085, off 6) (L 9088, off 6) (L 9093, off 6) (L 9096, off 6) (L 9098, off 6) (L 9099, off 6) (L 9104, off 6) (L 9105, off 6) (L 9107, off 6) (L 9113, off 6) (L 9117, off 6) (L 9118, off 6) (L 9123, off 6) (L 9132, off 6) (L 9134, off 6) (L 9146, off 6) (L 9148, off 6) (L 9152, off 6) (L 9153, off 6) (L 9158, off 6) (L 9160, off 6) (L 9161, off 6) (L 9166, off 6) (L 9168, off 6) (L 9169, off 6) (L 9170, off 6) (L 9194, off 6) (L 9195, off 6) (L 9196, off 6) (L 9197, off 6) (L 9207, off 6) (L 9210, off 6) (L 9216, off 6) (L 9218, off 6) (L 9219, off 6) (L 9220, off 6) (L 9224, off 6) (L 9226, off 6) (L 9235, off 6) (L 9241, off 6) (L 9242, off 6) (L 9244, off 6) (L 9246, off 6) (L 9249, off 6) (L 9254, off 6) (L 9259, off 6) (L 9260, off 6) (L 9266, off 6) (L 9273, off 6) (L 9274, off 6) (L 9275, off 6) (L 9277, off 6) (L 9279, off 6) (L 9283, off 6) (L 9286, off 6) (L 9288, off 6) (L 9293, off 6) (L 9297, off 6) (L 9299, off 6) (L 9301, off 6) (L 9304, off 6) (L 9316, off 6) (L 9317, off 6) (L 9320, off 6) (L 9324, off 6) (L 9325, off 6) (L 9340, off 6) (L 9355, off 6) (L 9396, off 4) (L 9417, off 4) (L 9556, off 5) (L 9564, off 5) 
 "then" 99 (L 361, off 54) (L 402, off 33) (L 422, off 36) (L 429, off 25) (L 439, off 0) (L 533, off 59) (L 916, off 67) (L 979, off 33) (L 1092, off 47) (L 1105, off 16) (L 1147, off 57) (L 1358, off 19) (L 1533, off 42) (L 1550, off 23) (L 1640, off 27) (L 1676, off 27) (L 1919, off 64) (L 1996, off 48) (L 2036, off 23) (L 2223, off 66) (L 2390, off 60) (L 2647, off 61) (L 2730, off 22) (L 2754, off 33) (L 2858, off 51) (L 2901, off 48) (L 2917, off 6) (L 2990, off 30) (L 3077, off 52) (L 3158, off 17) (L 3316, off 35) (L 3474, off 38) (L 3514, off 46) (L 3780, off 18) (L 3935, off 37) (L 3966, off 54) (L 4019, off 44) (L 4050, off 47) (L 4245, off 38) (L 4246, off 64) (L 4268, off 29) (L 4360, off 9) (L 4446, off 20) (L 4612, off 28) (L 4714, off 6) (L 4726, off 41) (L 4790, off 40) (L 4863, off 61) (L 4892, off 67) (L 4899, off 62) (L 4966, off 24) (L 4972, off 26) (L 4984, off 10) (L 5076, off 17) (L 5137, off 28) (L 5335, off 36) (L 5419, off 10) (L 5565, off 36) (L 5590, off 49) (L 5609, off 66) (L 5626, off 65) (L 5914, off 18) (L 5928, off 48) (L 5940, off 42) (L 5998, off 19) (L 6141, off 10) (L 6156, off 12) (L 6259, off 42) (L 6280, off 28) (L 6396, off 16) (L 6477, off 23) (L 6596, off 54) (L 6864, off 39) (L 6867, off 28) (L 6996, off 28) (L 7292, off 26) (L 7307, off 24) (L 7405, off 20) (L 7541, off 21) (L 7625, off 42) (L 7702, off 52) (L 7729, off 67) (L 7836, off 11) (L 7860, off 14) (L 7960, off 18) (L 7969, off 28) (L 8008, off 32) (L 8084, off 41) (L 8130, off 0) (L 8155, off 16) (L 8180, off 14) (L 8334, off 27) (L 8483, off 15) (L 8484, off 6) (L 8599, off 34) (L 8681, off 22) (L 8747, off 24) (L 8858, off 49) (L 9582, off 11) 
 "himself" 100 (L 319, off 55) (L 352, off 38) (L 354, off 19) (L 445, off 0) (L 587, off 59) (L 1277, off 0) (L 1308, off 22) (L 1804, off 49) (L 2223, off 57) (L 2380, off 26) (L 2415, off 28) (L 2616, off 21) (L 2616, off 61) (L 2659, off 0) (L 2674, off 64) (L 2874, off 51) (L 3083, off 22) (L 3380, off 29) (L 3399, off 47) (L 3463, off 60) (L 3599, off 20) (L 3638, off 24) (L 3652, off 34) (L 3655, off 63) (L 3733, off 31) (L 3866, off 29) (L 4050, off 62) (L 4150, off 13) (L 4151, off 39) (L 4325, off 28) (L 4492, off 56) (L 4536, off 54) (L 4576, off 61) (L 4598, off 34) (L 4609, off 40) (L 4642, off 29) (L 4795, off 16) (L 4821, off 53) (L 4859, off 22) (L 5287, off 53) (L 5315, off 42) (L 5325, off 57) (L 5335, off 49) (L 5370, off 0) (L 5491, off 0) (L 5659, off 9) (L 5795, off 0) (L 5800, off 18) (L 5850, off 55) (L 5886, off 62) (L 5899, off 46) (L 5932, off 20) (L 6049, off 51) (L 6142, off 43) (L 6211, off 11) (L 6212, off 15) (L 6313, off 64) (L 6422, off 43) (L 6448, off 0) (L 6554, off 18) (L 6581, off 17) (L 6661, off 12) (L 6679, off 25) (L 6708, off 39) (L 6709, off 42) (L 6721, off 18) (L 6722, off 36) (L 6725, off 9) (L 6729, off 16) (L 6741, off 24) (L 6773, off 13) (L 6804, off 17) (L 6853, off 22) (L 6956, off 38) (L 6958, off 33) (L 6991, off 44) (L 7143, off 43) (L 7193, off 4) (L 7201, off 63) (L 7251, off 60) (L 7283, off 35) (L 7334, off 54) (L 7337, off 37) (L 7339, off 44) (L 7340, off 43) (L 7499, off 11) (L 7565, off 36) (L 7685, off 15) (L 7891, off 9) (L 7896, off 23) (L 8109, off 43) (L 8129, off 38) (L 8145, off 6) (L 8226, off 24) (L 8387, off 40) (L 8533, off 59) (L 8536, off 39) (L 8662, off 19) (L 8688, off 37) (L 8695, off 0) 
 "don" 101 (L 412, off 3) (L 418, off 51) (L 501, off 55) (L 545, off 63) (L 614, off 41) (L 636, off 3) (L 637, off 15) (L 638, off 43) (L 724, off 32) (L 753, off 21) (L 806, off 3) (L 830, off 8) (L 898, off 44) (L 1050, off 3) (L 1055, off 38) (L 1105, off 40) (L 1118, off 10) (L 1153, off 59) (L 1286, off 66) (L 1341, off 36) (L 1404, off 44) (L 1445, off 26) (L 1516, off 0) (L 1598, off 37) (L 1598, off 57) (L 1639, off 49) (L 1640, off 8) (L 1644, off 33) (L 1684, off 15) (L 1719, off 22) (L 1963, off 9) (L 2067, off 18) (L 2184, off 3) (L 2237, off 39) (L 2253, off 65) (L 2280, off 65) (L 2361, off 11) (L 2399, off 21) (L 2501, off 30) (L 2612, off 8) (L 2807, off 52) (L 3176, off 16) (L 3178, off 8) (L 3351, off 2) (L 3401, off 3) (L 3405, off 0) (L 3593, off 7) (L 3606, off 8) (L 3795, off 3) (L 3848, off 3) (L 3869, off 11) (L 3874, off 3) (L 3932, off 66) (L 4029, off 61) (L 4086, off 5) (L 4090, off 12) (L 4109, off 41) (L 4298, off 3) (L 4304, off 44) (L 4428, off 44) (L 4438, off 45) (L 4443, off 8) (L 4472, off 56) (L 4556, off 3) (L 4736, off 15) (L 4764, off 39) (L 4806, off 9) (L 4848, off 5) (L 4895, off 7) (L 4973, off 53) (L 5190, off 22) (L 5193, off 5) (L 5195, off 7) (L 5328, off 3) (L 5384, off 5) (L 5421, off 44) (L 5424, off 2) (L 5462, off 7) (L 5619, off 3) (L 5826, off 61) (L 6129, off 4) (L 6347, off 9) (L 6542, off 7) (L 6791, off 36) (L 6809, off 47) (L 6935, off 3) (L 7019, off 48) (L 7049, off 56) (L 7062, off 38) (L 7206, off 28) (L 7231, off 61) (L 7232, off 13) (L 7269, off 5) (L 7448, off 29) (L 7909, off 42) (L 8091, off 0) (L 8176, off 60) (L 8503, off 22) (L 8616, off 36) (L 8638, off 4) (L 8874, off 28) 
 "like" 101 (L 413, off 11) (L 424, off 51) (L 610, off 25) (L 622, off 63) (L 637, off 0) (L 638, off 49) (L 675, off 48) (L 726, off 38) (L 800, off 28) (L 1028, off 10) (L 1188, off 57) (L 1205, off 32) (L 1273, off 61) (L 1287, off 59) (L 1337, off 5) (L 1397, off 11) (L 1586, off 36) (L 1595, off 46) (L 1732, off 57) (L 1759, off 58) (L 1801, off 5) (L 1905, off 44) (L 1947, off 40) (L 2043, off 19) (L 2108, off 30) (L 2111, off 44) (L 2215, off 41) (L 2253, off 13) (L 2262, off 10) (L 2554, off 47) (L 2585, off 58) (L 2630, off 5) (L 2663, off 36) (L 2682, off 66) (L 2890, off 8) (L 2942, off 26) (L 2996, off 36) (L 3024, off 64) (L 3054, off 49) (L 3143, off 33) (L 3249, off 67) (L 3310, off 5) (L 3328, off 47) (L 3466, off 25) (L 3519, off 31) (L 3595, off 34) (L 3608, off 6) (L 3868, off 41) (L 3869, off 28) (L 3909, off 5) (L 3932, off 17) (L 4105, off 0) (L 4262, off 19) (L 4278, off 45) (L 4530, off 5) (L 4544, off 33) (L 4601, off 10) (L 4763, off 39) (L 4850, off 49) (L 4977, off 35) (L 4977, off 55) (L 5117, off 11) (L 5118, off 48) (L 5264, off 0) (L 5302, off 0) (L 5423, off 55) (L 5541, off 32) (L 5650, off 59) (L 5785, off 8) (L 5862, off 63) (L 5877, off 18) (L 5916, off 13) (L 6064, off 14) (L 6280, off 34) (L 6300, off 9) (L 6347, off 47) (L 6415, off 55) (L 6542, off 13) (L 6596, off 48) (L 6747, off 6) (L 6749, off 10) (L 6759, off 5) (L 6760, off 0) (L 6787, off 36) (L 6804, off 51) (L 6922, off 57) (L 6978, off 5) (L 6997, off 39) (L 7320, off 28) (L 7328, off 7) (L 7729, off 47) (L 8026, off 30) (L 8061, off 36) (L 8159, off 0) (L 8222, off 5) (L 8316, off 15) (L 8323, off 7) (L 8386, off 53) (L 8449, off 57) (L 8510, off 29) (L 8904, off 42) 
 "two" 101 (L 54, off 0) (L 273, off 4) (L 277, off 41) (L 285, off 23) (L 326, off 51) (L 344, off 4) (L 367, off 58) (L 552, off 38) (L 690, off 62) (L 708, off 61) (L 742, off 36) (L 775, off 6) (L 1147, off 33) (L 1290, off 22) (L 1293, off 36) (L 1503, off 61) (L 1580, off 4) (L 1603, off 38) (L 1620, off 15) (L 1671, off 37) (L 1723, off 43) (L 1805, off 10) (L 1856, off 4) (L 1879, off 21) (L 2029, off 4) (L 2198, off 4) (L 2209, off 41) (L 2222, off 24) (L 2263, off 16) (L 2336, off 28) (L 2364, off 18) (L 2387, off 23) (L 2459, off 17) (L 2464, off 19) (L 2619, off 36) (L 2737, off 6) (L 3014, off 23) (L 3099, off 58) (L 3150, off 58) (L 3292, off 16) (L 3301, off 45) (L 3361, off 4) (L 3370, off 4) (L 3380, off 48) (L 3447, off 15) (L 3488, off 4) (L 3528, off 8) (L 4056, off 10) (L 4069, off 56) (L 4077, off 4) (L 4167, off 42) (L 4188, off 62) (L 4200, off 4) (L 4266, off 17) (L 4287, off 9) (L 4298, off 57) (L 4810, off 21) (L 4884, off 67) (L 4925, off 4) (L 5065, off 17) (L 5095, off 35) (L 5148, off 41) (L 5182, off 8) (L 5208, off 17) (L 5211, off 62) (L 5233, off 4) (L 5254, off 0) (L 5265, off 0) (L 5270, off 21) (L 5389, off 45) (L 5541, off 4) (L 5546, off 24) (L 5640, off 17) (L 5662, off 9) (L 5916, off 49) (L 5920, off 39) (L 6243, off 21) (L 6405, off 52) (L 6871, off 42) (L 6919, off 25) (L 7013, off 20) (L 7137, off 14) (L 7616, off 0) (L 7677, off 13) (L 7706, off 39) (L 7835, off 39) (L 7881, off 22) (L 7932, off 52) (L 8012, off 63) (L 8028, off 21) (L 8102, off 57) (L 8225, off 19) (L 8275, off 17) (L 8317, off 9) (L 8494, off 22) (L 8529, off 54) (L 8754, off 0) (L 8777, off 9) (L 8902, off 25) (L 8912, off 9) (L 8920, off 42) 
 "off" 104 (L 331, off 45) (L 422, off 47) (L 442, off 20) (L 500, off 44) (L 542, off 0) (L 575, off 42) (L 581, off 43) (L 601, off 44) (L 735, off 16) (L 738, off 24) (L 931, off 12) (L 982, off 19) (L 982, off 67) (L 1033, off 31) (L 1159, off 13) (L 1268, off 30) (L 1271, off 16) (L 1357, off 46) (L 1415, off 44) (L 1473, off 68) (L 1559, off 40) (L 1591, off 60) (L 1611, off 26) (L 1798, off 0) (L 1808, off 13) (L 1842, off 28) (L 1896, off 0) (L 2164, off 24) (L 2267, off 8) (L 2330, off 42) (L 2602, off 13) (L 2610, off 34) (L 2630, off 62) (L 2920, off 14) (L 3036, off 31) (L 3057, off 0) (L 3059, off 17) (L 3157, off 46) (L 3196, off 59) (L 3250, off 40) (L 3291, off 13) (L 3436, off 9) (L 3442, off 54) (L 3450, off 61) (L 3499, off 53) (L 3525, off 24) (L 3541, off 65) (L 3554, off 21) (L 3755, off 53) (L 3864, off 29) (L 4052, off 52) (L 4054, off 62) (L 4095, off 15) (L 4109, off 0) (L 4112, off 64) (L 4157, off 5) (L 4224, off 64) (L 4230, off 7) (L 4390, off 13) (L 4741, off 29) (L 4758, off 36) (L 4862, off 58) (L 4885, off 13) (L 4911, off 12) (L 4977, off 51) (L 5116, off 13) (L 5152, off 12) (L 5179, off 23) (L 5190, off 8) (L 5304, off 59) (L 5336, off 11) (L 5703, off 7) (L 5707, off 65) (L 5722, off 20) (L 5772, off 54) (L 5826, off 10) (L 6066, off 12) (L 6192, off 15) (L 6237, off 56) (L 6351, off 38) (L 6455, off 31) (L 6516, off 10) (L 6639, off 16) (L 6864, off 50) (L 6871, off 16) (L 6879, off 37) (L 7012, off 52) (L 7090, off 8) (L 7243, off 46) (L 7346, off 58) (L 7781, off 9) (L 7866, off 6) (L 7868, off 6) (L 8067, off 43) (L 8075, off 38) (L 8101, off 26) (L 8114, off 22) (L 8144, off 4) (L 8481, off 39) (L 8560, off 56) (L 8719, off 30) (L 8776, off 61) (L 8836, off 9) (L 9581, off 18) 
 "work" 104 (L 506, off 59) (L 512, off 60) (L 652, off 20) (L 946, off 58) (L 1069, off 39) (L 1100, off 61) (L 1229, off 48) (L 1335, off 0) (L 1357, off 28) (L 1360, off 49) (L 1420, off 60) (L 1533, off 21) (L 1552, off 21) (L 1679, off 26) (L 1737, off 13) (L 1751, off 57) (L 1808, off 17) (L 1819, off 64) (L 1829, off 58) (L 2072, off 0) (L 2081, off 37) (L 2160, off 36) (L 2263, off 29) (L 2284, off 3) (L 2527, off 0) (L 2570, off 60) (L 2595, off 42) (L 2744, off 39) (L 2826, off 18) (L 2925, off 52) (L 2986, off 41) (L 3064, off 7) (L 3217, off 27) (L 3351, off 60) (L 3531, off 58) (L 3909, off 38) (L 4013, off 58) (L 4510, off 44) (L 5196, off 32) (L 5384, off 11) (L 5971, off 22) (L 6113, off 13) (L 6146, off 32) (L 6360, off 24) (L 6413, off 51) (L 6776, off 65) (L 6828, off 13) (L 6960, off 31) (L 6998, off 0) (L 7076, off 12) (L 7680, off 0) (L 7707, off 9) (L 7714, off 45) (L 7752, off 49) (L 7824, off 31) (L 7860, off 30) (L 8314, off 22) (L 8870, off 11) (L 8944, off 0) (L 9377, off 0) (L 9643, off 64) (L 9644, off 14) (L 9653, off 11) (L 9659, off 32) (L 9665, off 52) (L 9678, off 25) (L 9681, off 53) (L 9686, off 46) (L 9687, off 56) (L 9692, off 26) (L 9696, off 56) (L 9697, off 27) (L 9698, off 55) (L 9705, off 56) (L 9705, off 66) (L 9718, off 56) (L 9721, off 23) (L 9723, off 40) (L 9724, off 47) (L 9726, off 37) (L 9729, off 56) (L 9735, off 18) (L 9738, off 24) (L 9739, off 0) (L 9739, off 18) (L 9742, off 11) (L 9742, off 48) (L 9747, off 46) (L 9750, off 50) (L 9755, off 41) (L 9789, off 23) (L 9790, off 13) (L 9791, off 17) (L 9797, off 24) (L 9820, off 24) (L 9831, off 26) (L 9833, off 51) (L 9834, off 13) (L 9836, off 19) (L 9837, off 38) (L 9839, off 27) (L 9844, off 25) (L 9865, off 28) (L 9866, off 51) 
 "came" 105 (L 268, off 6) (L 293, off 0) (L 303, off 37) (L 378, off 18) (L 689, off 64) (L 915, off 12) (L 991, off 54) (L 1072, off 44) (L 1304, off 27) (L 1812, off 29) (L 1908, off 13) (L 2109, off 0) (L 2119, off 38) (L 2238, off 56) (L 2582, off 17) (L 2678, off 36) (L 2682, off 56) (L 2811, off 27) (L 2815, off 65) (L 2946, off 39) (L 2950, off 40) (L 2959, off 38) (L 2972, off 10) (L 2994, off 28) (L 3019, off 66) (L 3029, off 50) (L 3051, off 44) (L 3057, off 55) (L 3073, off 32) (L 3087, off 45) (L 3097, off 49) (L 3102, off 44) (L 3115, off 18) (L 3117, off 42) (L 3142, off 39) (L 3157, off 41) (L 3203, off 0) (L 3544, off 20) (L 3674, off 67) (L 3677, off 32) (L 3743, off 31) (L 3975, off 9) (L 4172, off 5) (L 4393, off 57) (L 4499, off 12) (L 4505, off 19) (L 4748, off 67) (L 4757, off 32) (L 4801, off 21) (L 4817, off 32) (L 4854, off 41) (L 4926, off 43) (L 5045, off 10) (L 5216, off 6) (L 5234, off 28) (L 5255, off 35) (L 5270, off 33) (L 5297, off 6) (L 5304, off 35) (L 5380, off 67) (L 5456, off 14) (L 5542, off 55) (L 5552, off 27) (L 5561, off 4) (L 5625, off 62) (L 5629, off 26) (L 5655, off 28) (L 5694, off 10) (L 5787, off 26) (L 5862, off 10) (L 5868, off 41) (L 5901, off 3) (L 6044, off 20) (L 6067, off 7) (L 6619, off 25) (L 6644, off 22) (L 6671, off 28) (L 6974, off 8) (L 7160, off 5) (L 7312, off 30) (L 7380, off 32) (L 7892, off 29) (L 7962, off 30) (L 7996, off 5) (L 8024, off 10) (L 8026, off 22) (L 8072, off 53) (L 8125, off 53) (L 8128, off 12) (L 8186, off 64) (L 8231, off 13) (L 8239, off 29) (L 8242, off 48) (L 8251, off 31) (L 8263, off 64) (L 8303, off 8) (L 8316, off 62) (L 8386, off 43) (L 8420, off 17) (L 8432, off 3) (L 8468, off 45) (L 8517, off 15) (L 8531, off 17) (L 8680, off 46) (L 8899, off 14) 
 "But" 106 (L 339, off 68) (L 419, off 65) (L 431, off 65) (L 527, off 40) (L 547, off 9) (L 555, off 1) (L 610, off 16) (L 641, off 34) (L 651, off 26) (L 680, off 31) (L 959, off 7) (L 999, off 29) (L 1008, off 1) (L 1153, off 55) (L 1338, off 12) (L 1360, off 36) (L 1388, off 32) (L 1565, off 32) (L 1610, off 1) (L 1733, off 17) (L 1760, off 28) (L 1978, off 56) (L 1991, off 38) (L 2012, off 61) (L 2070, off 24) (L 2125, off 31) (L 2167, off 52) (L 2427, off 16) (L 2521, off 46) (L 2631, off 16) (L 2892, off 38) (L 3097, off 58) (L 3180, off 1) (L 3187, off 1) (L 3226, off 44) (L 3240, off 51) (L 3346, off 0) (L 3350, off 67) (L 3386, off 36) (L 3395, off 44) (L 3577, off 1) (L 3600, off 23) (L 3603, off 37) (L 3646, off 18) (L 3818, off 1) (L 3890, off 1) (L 3895, off 21) (L 3902, off 1) (L 3906, off 6) (L 3921, off 58) (L 3946, off 1) (L 4025, off 31) (L 4113, off 20) (L 4278, off 37) (L 4308, off 34) (L 4435, off 24) (L 4686, off 40) (L 4708, off 11) (L 4720, off 30) (L 4949, off 51) (L 4984, off 35) (L 4989, off 54) (L 4999, off 6) (L 5010, off 15) (L 5104, off 10) (L 5193, off 1) (L 5439, off 42) (L 5445, off 0) (L 5616, off 49) (L 5784, off 45) (L 5790, off 6) (L 5939, off 57) (L 6046, off 28) (L 6133, off 1) (L 6151, off 13) (L 6306, off 44) (L 6355, off 1) (L 6369, off 7) (L 6422, off 36) (L 6542, off 1) (L 6781, off 18) (L 6830, off 1) (L 6851, off 0) (L 6916, off 12) (L 6923, off 28) (L 7030, off 44) (L 7358, off 38) (L 7468, off 11) (L 7473, off 57) (L 7478, off 39) (L 7488, off 46) (L 7495, off 62) (L 7499, off 66) (L 7781, off 37) (L 7801, off 46) (L 8006, off 46) (L 8031, off 22) (L 8085, off 0) (L 8088, off 29) (L 8215, off 54) (L 8229, off 0) (L 8327, off 65) (L 8341, off 0) (L 8511, off 60) (L 8919, off 26) (L 9296, off 17) 
