 "'----" 1 
 "'AS-IS'" 1 
 "'Come" 1 
 "'Do" 1 
 "'Don't" 1 
 "'He" 1 
 "'Here" 1 
 "'It" 1 
 "'My" 1 
 "'Sides" 1 
 "'Take" 1 
 "'There" 1 
 "'We've" 1 
 "'Why" 1 
 "'bout" 1 
 "'em" 1 
 "'just" 1 
 "'so" 1 
 "--These" 1 
 "--amounting" 1 
 "--caused" 1 (L 3447, off 34) 
 "under" 40 (L 5, off 56) (L 380, off 19) (L 412, off 0) (L 532, off 60) (L 617, off 8) (L 653, off 15) (L 654, off 25) (L 724, off 63) (L 768, off 63) (L 814, off 9) (L 818, off 24) (L 841, off 18) (L 853, off 65) (L 899, off 55) (L 935, off 44) (L 956, off 0) (L 1312, off 8) (L 1609, off 35) (L 1736, off 0) (L 2020, off 15) (L 2024, off 26) (L 2080, off 63) (L 2116, off 10) (L 2187, off 14) (L 2288, off 43) (L 2331, off 0) (L 2454, off 0) (L 2584, off 64) (L 2752, off 0) (L 2981, off 63) (L 3164, off 11) (L 3355, off 64) (L 3422, off 18) (L 3449, off 9) (L 3619, off 57) (L 3631, off 37) (L 3944, off 2) (L 4002, off 29) (L 4051, off 29) (L 4124, off 44) 
 "Boys" 41 (L 109, off 0) (L 115, off 0) (L 223, off 40) (L 225, off 14) (L 249, off 38) (L 679, off 53) (L 936, off 20) (L 1014, off 31) (L 1019, off 0) (L 1065, off 43) (L 1072, off 49) (L 1115, off 0) (L 1172, off 49) (L 1181, off 43) (L 1300, off 65) (L 1331, off 16) (L 1343, off 65) (L 1448, off 33) (L 1461, off 15) (L 1722, off 17) (L 1763, off 6) (L 1796, off 32) (L 1868, off 28) (L 1903, off 10) (L 2173, off 45) (L 2230, off 6) (L 2295, off 6) (L 2311, off 6) (L 2391, off 36) (L 2536, off 62) (L 2621, off 6) (L 2691, off 10) (L 2859, off 53) (L 2926, off 35) (L 3050, off 8) (L 3126, off 66) (L 3136, off 64) (L 3143, off 22) (L 3209, off 57) (L 3273, off 48) (L 3566, off 10) 
 "most" 41 (L 3, off 70) (L 119, off 28) (L 125, off 14) (L 128, off 52) (L 309, off 12) (L 312, off 7) (L 468, off 66) (L 471, off 53) (L 625, off 20) (L 743, off 20) (L 749, off 9) (L 809, off 27) (L 819, off 47) (L 916, off 0) (L 1076, off 48) (L 1122, off 56) (L 1156, off 55) (L 1207, off 4) (L 1243, off 23) (L 1244, off 27) (L 1464, off 62) (L 1505, off 18) (L 1507, off 0) (L 1508, off 57) (L 1558, off 45) (L 1575, off 60) (L 1601, off 61) (L 1708, off 11) (L 1808, off 34) (L 1869, off 64) (L 2299, off 51) (L 2388, off 28) (L 2644, off 41) (L 3198, off 5) (L 3221, off 57) (L 3352, off 0) (L 3543, off 33) (L 3816, off 0) (L 3898, off 28) (L 3923, off 50) (L 3942, off 2) 
 "horse" 42 (L 336, off 58) (L 375, off 49) (L 681, off 47) (L 686, off 12) (L 702, off 22) (L 818, off 11) (L 850, off 26) (L 899, off 44) (L 920, off 32) (L 992, off 13) (L 1098, off 45) (L 1234, off 12) (L 1364, off 0) (L 1370, off 19) (L 1420, off 29) (L 1742, off 0) (L 2256, off 23) (L 2258, off 66) (L 2262, off 56) (L 2413, off 16) (L 2425, off 60) (L 2428, off 33) (L 2444, off 0) (L 2463, off 9) (L 2465, off 34) (L 2470, off 34) (L 2563, off 33) (L 2564, off 46) (L 2568, off 46) (L 2573, off 39) (L 2579, off 4) (L 2582, off 26) (L 2724, off 24) (L 2730, off 6) (L 2798, off 23) (L 3079, off 19) (L 3292, off 51) (L 3309, off 0) (L 3335, off 30) (L 3337, off 57) (L 3353, off 52) (L 3365, off 64) 
 "money" 42 (L 430, off 47) (L 1026, off 32) (L 1080, off 58) (L 1083, off 0) (L 1273, off 0) (L 1318, off 37) (L 1352, off 25) (L 1532, off 42) (L 1572, off 20) (L 1579, off 30) (L 1626, off 20) (L 1782, off 22) (L 1984, off 9) (L 1987, off 29) (L 1991, off 37) (L 2028, off 11) (L 2044, off 59) (L 2087, off 11) (L 2159, off 45) (L 2172, off 52) (L 2177, off 31) (L 2254, off 33) (L 2345, off 32) (L 2347, off 4) (L 2351, off 23) (L 2368, off 21) (L 2623, off 47) (L 2664, off 57) (L 2769, off 0) (L 2775, off 33) (L 2779, off 0) (L 2948, off 57) (L 3034, off 12) (L 3046, off 30) (L 3087, off 51) (L 3108, off 24) (L 3256, off 11) (L 3480, off 58) (L 3728, off 42) (L 4011, off 35) (L 4020, off 6) (L 4063, off 24) 
 "party" 42 (L 509, off 0) (L 917, off 7) (L 986, off 19) (L 1086, off 6) (L 1585, off 21) (L 1650, off 38) (L 1655, off 13) (L 1793, off 24) (L 1822, off 23) (L 1839, off 4) (L 1845, off 35) (L 1938, off 64) (L 1995, off 22) (L 2098, off 51) (L 2127, off 57) (L 2146, off 41) (L 2226, off 57) (L 2329, off 51) (L 2361, off 49) (L 2446, off 12) (L 2457, off 4) (L 2466, off 13) (L 2474, off 23) (L 2479, off 4) (L 2503, off 9) (L 2542, off 65) (L 2554, off 4) (L 2629, off 50) (L 2734, off 46) (L 2746, off 33) (L 2792, off 39) (L 2929, off 65) (L 2960, off 38) (L 2965, off 23) (L 2971, off 64) (L 2979, off 15) (L 3070, off 33) (L 3073, off 21) (L 3231, off 38) (L 3547, off 57) (L 3772, off 42) (L 4050, off 38) 
 "will" 42 (L 115, off 16) (L 128, off 22) (L 290, off 12) (L 485, off 28) (L 486, off 8) (L 489, off 34) (L 1112, off 0) (L 1117, off 53) (L 1126, off 26) (L 1551, off 0) (L 1714, off 13) (L 2486, off 8) (L 2488, off 22) (L 2790, off 35) (L 2830, off 12) (L 2942, off 14) (L 2943, off 31) (L 2944, off 46) (L 2947, off 25) (L 2955, off 64) (L 3253, off 12) (L 3335, off 53) (L 3422, off 2) (L 3427, off 67) (L 3429, off 2) (L 3430, off 0) (L 3536, off 16) (L 3536, off 53) (L 3540, off 3) (L 3690, off 64) (L 3691, off 35) (L 3691, off 55) (L 3692, off 27) (L 3693, off 51) (L 3695, off 5) (L 3697, off 63) (L 3840, off 49) (L 3848, off 17) (L 3848, off 65) (L 3914, off 9) (L 3964, off 0) (L 4110, off 60) 
 "came" 43 (L 329, off 30) (L 520, off 59) (L 536, off 22) (L 621, off 9) (L 643, off 37) (L 687, off 45) (L 713, off 12) (L 754, off 0) (L 835, off 57) (L 1131, off 16) (L 1202, off 9) (L 1421, off 26) (L 1475, off 0) (L 1536, off 12) (L 1618, off 51) (L 1655, off 19) (L 2150, off 13) (L 2153, off 6) (L 2261, off 26) (L 2523, off 14) (L 2618, off 31) (L 2628, off 40) (L 2641, off 9) (L 2778, off 0) (L 2800, off 30) (L 2981, off 6) (L 3056, off 34) (L 3064, off 62) (L 3156, off 56) (L 3206, off 56) (L 3239, off 11) (L 3257, off 37) (L 3262, off 8) (L 3351, off 11) (L 3373, off 0) (L 3374, off 42) (L 3414, off 59) (L 3433, off 17) (L 3464, off 40) (L 3487, off 5) (L 3494, off 5) (L 3528, off 55) (L 3708, off 0) 
 "every" 43 (L 308, off 47) (L 444, off 52) (L 479, off 0) (L 495, off 62) (L 524, off 9) (L 536, off 8) (L 568, off 12) (L 579, off 12) (L 634, off 31) (L 671, off 54) (L 722, off 28) (L 867, off 58) (L 1023, off 6) (L 1034, off 63) (L 1054, off 51) (L 1128, off 20) (L 1236, off 64) (L 1265, off 40) (L 1269, off 12) (L 1283, off 36) (L 1375, off 40) (L 1377, off 47) (L 1430, off 60) (L 1482, off 38) (L 1508, off 20) (L 1606, off 62) (L 1610, off 53) (L 1634, off 38) (L 1813, off 61) (L 1835, off 48) (L 1935, off 0) (L 2023, off 63) (L 2167, off 0) (L 2186, off 51) (L 2270, off 57) (L 2272, off 57) (L 2330, off 49) (L 3053, off 60) (L 3202, off 30) (L 3386, off 31) (L 3398, off 43) (L 3592, off 66) (L 3595, off 53) 
 "They" 44 (L 306, off 0) (L 310, off 64) (L 441, off 35) (L 551, off 0) (L 752, off 64) (L 816, off 0) (L 887, off 32) (L 1023, off 49) (L 1225, off 0) (L 1282, off 51) (L 1297, off 41) (L 1332, off 66) (L 1391, off 26) (L 1466, off 43) (L 1548, off 43) (L 1738, off 41) (L 1950, off 30) (L 2036, off 46) (L 2241, off 0) (L 2291, off 24) (L 2504, off 55) (L 2537, off 36) (L 2794, off 51) (L 2963, off 0) (L 3005, off 21) (L 3018, off 9) (L 3023, off 51) (L 3056, off 29) (L 3071, off 20) (L 3152, off 25) (L 3152, off 62) (L 3153, off 45) (L 3154, off 64) (L 3157, off 20) (L 3201, off 58) (L 3247, off 31) (L 3328, off 40) (L 3393, off 0) (L 3469, off 47) (L 3472, off 32) (L 3673, off 0) (L 3675, off 25) (L 3775, off 0) (L 3863, off 27) 
 "large" 44 (L 430, off 10) (L 562, off 11) (L 701, off 35) (L 891, off 21) (L 918, off 18) (L 957, off 48) (L 1000, off 40) (L 1052, off 36) (L 1137, off 46) (L 1139, off 2) (L 1151, off 45) (L 1154, off 60) (L 1229, off 54) (L 1281, off 46) (L 1296, off 17) (L 1349, off 35) (L 1415, off 54) (L 1457, off 61) (L 1533, off 9) (L 1648, off 30) (L 1774, off 19) (L 1864, off 52) (L 1926, off 41) (L 2011, off 23) (L 2029, off 19) (L 2035, off 52) (L 2044, off 45) (L 2184, off 60) (L 2336, off 31) (L 2565, off 33) (L 2716, off 20) (L 2746, off 42) (L 2931, off 7) (L 2967, off 0) (L 3046, off 17) (L 3446, off 4) (L 3558, off 37) (L 3625, off 54) (L 3636, off 12) (L 3637, off 46) (L 3665, off 24) (L 3723, off 45) (L 3774, off 9) (L 3799, off 20) 
 "only" 44 (L 117, off 6) (L 121, off 4) (L 365, off 65) (L 569, off 41) (L 584, off 65) (L 629, off 57) (L 962, off 26) (L 973, off 45) (L 1117, off 26) (L 1123, off 41) (L 1125, off 4) (L 1199, off 18) (L 1224, off 32) (L 1423, off 22) (L 1476, off 6) (L 1612, off 48) (L 1903, off 44) (L 2010, off 45) (L 2062, off 7) (L 2084, off 38) (L 2140, off 18) (L 2163, off 58) (L 2246, off 21) (L 2329, off 8) (L 2337, off 6) (L 2409, off 17) (L 2578, off 0) (L 2580, off 36) (L 2627, off 29) (L 2660, off 21) (L 2846, off 0) (L 2848, off 67) (L 2928, off 5) (L 3023, off 56) (L 3031, off 63) (L 3200, off 32) (L 3201, off 34) (L 3229, off 63) (L 3404, off 44) (L 3540, off 57) (L 3639, off 22) (L 3745, off 15) (L 3895, off 59) (L 4184, off 45) 
 "some" 44 (L 49, off 12) (L 371, off 46) (L 377, off 45) (L 538, off 55) (L 561, off 13) (L 609, off 57) (L 963, off 17) (L 1185, off 14) (L 1214, off 40) (L 1259, off 60) (L 1374, off 26) (L 1697, off 0) (L 1721, off 0) (L 1798, off 11) (L 1873, off 44) (L 2010, off 28) (L 2070, off 50) (L 2347, off 21) (L 2371, off 23) (L 2442, off 15) (L 2463, off 19) (L 2514, off 38) (L 2552, off 10) (L 2631, off 44) (L 2777, off 18) (L 2790, off 56) (L 2811, off 58) (L 2984, off 43) (L 2985, off 20) (L 3014, off 11) (L 3034, off 0) (L 3041, off 22) (L 3062, off 16) (L 3078, off 48) (L 3106, off 66) (L 3290, off 15) (L 3329, off 8) (L 3386, off 10) (L 3419, off 42) (L 3452, off 0) (L 3598, off 41) (L 3696, off 42) (L 3724, off 35) (L 3823, off 55) 
 "until" 44 (L 327, off 44) (L 337, off 55) (L 435, off 33) (L 455, off 0) (L 573, off 65) (L 575, off 13) (L 578, off 19) (L 680, off 55) (L 780, off 24) (L 858, off 23) (L 868, off 54) (L 907, off 29) (L 1000, off 23) (L 1023, off 0) (L 1068, off 47) (L 1261, off 63) (L 1297, off 60) (L 1333, off 7) (L 1473, off 33) (L 1500, off 25) (L 1504, off 44) (L 1557, off 61) (L 1616, off 22) (L 1747, off 9) (L 1765, off 10) (L 1860, off 54) (L 1969, off 50) (L 2018, off 52) (L 2089, off 61) (L 2142, off 64) (L 2171, off 49) (L 2310, off 62) (L 2368, off 58) (L 2477, off 48) (L 2635, off 6) (L 2643, off 18) (L 2652, off 54) (L 2671, off 32) (L 2826, off 60) (L 3082, off 61) (L 3114, off 64) (L 3428, off 9) (L 3628, off 0) (L 3767, off 25) 
 "before" 45 (L 8, off 55) (L 123, off 16) (L 767, off 37) (L 835, off 20) (L 897, off 50) (L 1018, off 38) (L 1056, off 20) (L 1095, off 30) (L 1211, off 0) (L 1226, off 24) (L 1245, off 62) (L 1249, off 34) (L 1302, off 51) (L 1395, off 0) (L 1400, off 16) (L 1654, off 33) (L 1668, off 9) (L 1674, off 61) (L 1739, off 40) (L 1788, off 55) (L 1889, off 33) (L 1973, off 19) (L 2115, off 46) (L 2163, off 25) (L 2570, off 38) (L 2639, off 55) (L 2651, off 39) (L 2934, off 58) (L 2948, off 19) (L 3048, off 24) (L 3071, off 51) (L 3081, off 4) (L 3107, off 42) (L 3137, off 18) (L 3226, off 0) (L 3226, off 39) (L 3279, off 0) (L 3356, off 16) (L 3365, off 38) (L 3404, off 63) (L 3425, off 46) (L 3598, off 51) (L 3745, off 30) (L 3926, off 10) (L 3947, off 14) 
 "bank" 46 (L 1024, off 0) (L 1044, off 0) (L 1070, off 8) (L 1079, off 0) (L 1082, off 0) (L 1181, off 27) (L 1262, off 26) (L 1267, off 50) (L 1269, off 27) (L 1299, off 33) (L 1303, off 53) (L 1305, off 4) (L 1308, off 63) (L 1400, off 11) (L 1406, off 35) (L 1408, off 62) (L 1435, off 9) (L 1477, off 18) (L 1789, off 21) (L 2074, off 21) (L 2077, off 12) (L 2081, off 60) (L 2084, off 22) (L 2087, off 24) (L 2159, off 28) (L 2224, off 29) (L 2235, off 23) (L 2241, off 25) (L 2243, off 57) (L 2246, off 41) (L 2253, off 43) (L 2264, off 54) (L 2452, off 9) (L 2460, off 61) (L 2508, off 16) (L 2509, off 65) (L 2511, off 4) (L 2512, off 48) (L 2515, off 9) (L 2517, off 57) (L 2530, off 58) (L 2545, off 61) (L 2552, off 62) (L 3219, off 66) (L 3246, off 22) (L 3247, off 48) 
 "found" 46 (L 358, off 17) (L 370, off 43) (L 411, off 21) (L 503, off 29) (L 785, off 45) (L 795, off 17) (L 924, off 9) (L 1044, off 28) (L 1163, off 44) (L 1265, off 53) (L 1305, off 21) (L 1650, off 44) (L 1657, off 56) (L 1722, off 37) (L 1753, off 24) (L 1849, off 44) (L 2043, off 40) (L 2056, off 50) (L 2084, off 32) (L 2119, off 21) (L 2210, off 52) (L 2254, off 48) (L 2429, off 25) (L 2478, off 29) (L 2502, off 24) (L 2534, off 26) (L 2535, off 18) (L 2542, off 55) (L 2632, off 34) (L 2672, off 14) (L 3029, off 4) (L 3087, off 28) (L 3121, off 42) (L 3189, off 28) (L 3228, off 54) (L 3367, off 3) (L 3367, off 47) (L 3369, off 34) (L 3429, off 44) (L 3508, off 20) (L 3510, off 47) (L 3684, off 0) (L 3743, off 0) (L 3840, off 57) (L 3965, off 51) (L 4136, off 32) 
 "left" 46 (L 354, off 4) (L 442, off 59) (L 477, off 43) (L 582, off 19) (L 650, off 47) (L 668, off 29) (L 701, off 56) (L 722, off 63) (L 880, off 34) (L 910, off 13) (L 1019, off 36) (L 1181, off 48) (L 1453, off 13) (L 1574, off 33) (L 1680, off 51) (L 1753, off 13) (L 1774, off 35) (L 1851, off 34) (L 1949, off 33) (L 2021, off 0) (L 2130, off 16) (L 2244, off 23) (L 2253, off 25) (L 2365, off 59) (L 2425, off 14) (L 2500, off 64) (L 2528, off 64) (L 2544, off 13) (L 2557, off 64) (L 2567, off 0) (L 2579, off 56) (L 2592, off 31) (L 2597, off 61) (L 2836, off 18) (L 2881, off 61) (L 3047, off 39) (L 3090, off 56) (L 3164, off 21) (L 3221, off 15) (L 3475, off 23) (L 3508, off 59) (L 3575, off 29) (L 3620, off 35) (L 3657, off 19) (L 3660, off 46) (L 3753, off 44) 
 "could" 47 (L 315, off 34) (L 577, off 37) (L 606, off 39) (L 610, off 13) (L 682, off 11) (L 712, off 27) (L 721, off 15) (L 851, off 12) (L 986, off 25) (L 1029, off 58) (L 1095, off 42) (L 1144, off 59) (L 1148, off 54) (L 1161, off 8) (L 1163, off 35) (L 1483, off 15) (L 1558, off 0) (L 1563, off 21) (L 1657, off 43) (L 1731, off 32) (L 1973, off 31) (L 2187, off 61) (L 2213, off 36) (L 2254, off 39) (L 2293, off 42) (L 2463, off 52) (L 2507, off 27) (L 2660, off 51) (L 2747, off 0) (L 3002, off 60) (L 3060, off 11) (L 3215, off 14) (L 3230, off 65) (L 3237, off 38) (L 3250, off 0) (L 3255, off 11) (L 3301, off 41) (L 3330, off 20) (L 3363, off 27) (L 3417, off 55) (L 3470, off 55) (L 3513, off 56) (L 3517, off 5) (L 3546, off 51) (L 3753, off 52) (L 3798, off 44) (L 4182, off 59) 
 "house" 47 (L 351, off 18) (L 704, off 29) (L 788, off 7) (L 888, off 4) (L 889, off 50) (L 893, off 55) (L 914, off 29) (L 919, off 22) (L 923, off 52) (L 974, off 19) (L 983, off 27) (L 999, off 24) (L 1187, off 66) (L 1609, off 29) (L 1614, off 8) (L 1620, off 38) (L 1627, off 0) (L 1641, off 39) (L 1820, off 61) (L 1827, off 33) (L 1830, off 55) (L 1834, off 0) (L 1911, off 11) (L 1914, off 21) (L 1925, off 36) (L 2328, off 45) (L 2332, off 57) (L 2429, off 15) (L 2479, off 19) (L 2524, off 9) (L 2625, off 7) (L 2626, off 0) (L 2628, off 64) (L 3071, off 13) (L 3073, off 42) (L 3079, off 59) (L 3086, off 37) (L 3092, off 16) (L 3094, off 22) (L 3103, off 20) (L 3107, off 62) (L 3327, off 0) (L 3331, off 48) (L 3385, off 63) (L 3419, off 36) (L 3487, off 17) (L 3493, off 8) 
 "robbers" 47 (L 1035, off 44) (L 1096, off 60) (L 1268, off 0) (L 1279, off 21) (L 1318, off 8) (L 1370, off 39) (L 1376, off 12) (L 1414, off 23) (L 1419, off 57) (L 1421, off 49) (L 1434, off 44) (L 1487, off 19) (L 1499, off 15) (L 1503, off 22) (L 1559, off 11) (L 1573, off 63) (L 1657, off 35) (L 1771, off 0) (L 2023, off 17) (L 2046, off 55) (L 2085, off 50) (L 2097, off 18) (L 2141, off 59) (L 2155, off 0) (L 2244, off 10) (L 2253, off 12) (L 2272, off 37) (L 2281, off 9) (L 2334, off 26) (L 2341, off 36) (L 2348, off 0) (L 2364, off 27) (L 2384, off 28) (L 2715, off 21) (L 2994, off 25) (L 3002, off 52) (L 3027, off 0) (L 3041, off 45) (L 3055, off 21) (L 3273, off 57) (L 3634, off 36) (L 3652, off 4) (L 3656, off 4) (L 3662, off 7) (L 3670, off 0) (L 3683, off 4) (L 3805, off 43) 
 "while" 48 (L 300, off 56) (L 352, off 46) (L 629, off 20) (L 815, off 29) (L 816, off 26) (L 823, off 49) (L 849, off 52) (L 890, off 65) (L 950, off 42) (L 985, off 14) (L 989, off 9) (L 996, off 32) (L 999, off 45) (L 1001, off 55) (L 1026, off 0) (L 1158, off 12) (L 1236, off 24) (L 1304, off 0) (L 1356, off 27) (L 1374, off 50) (L 1477, off 24) (L 1546, off 13) (L 1628, off 60) (L 1630, off 49) (L 1717, off 40) (L 1987, off 36) (L 2025, off 29) (L 2243, off 62) (L 2258, off 56) (L 2341, off 16) (L 2443, off 42) (L 2522, off 27) (L 2557, off 0) (L 2563, off 47) (L 2594, off 46) (L 2631, off 19) (L 2698, off 13) (L 2721, off 48) (L 2722, off 60) (L 2760, off 49) (L 2851, off 45) (L 2872, off 32) (L 2996, off 5) (L 3091, off 30) (L 3135, off 6) (L 3590, off 56) (L 3657, off 49) (L 3661, off 35) 
 "City" 49 (L 73, off 7) (L 120, off 56) (L 126, off 27) (L 213, off 35) (L 1342, off 53) (L 1346, off 0) (L 1376, off 65) (L 1380, off 11) (L 1448, off 58) (L 1808, off 0) (L 2013, off 19) (L 2035, off 34) (L 2041, off 25) (L 2045, off 26) (L 2167, off 63) (L 2327, off 39) (L 2374, off 33) (L 2387, off 31) (L 2400, off 53) (L 2425, off 26) (L 2459, off 43) (L 2461, off 7) (L 2464, off 21) (L 2468, off 34) (L 2503, off 40) (L 2505, off 49) (L 2516, off 10) (L 2519, off 0) (L 2585, off 54) (L 2700, off 25) (L 2708, off 56) (L 2717, off 42) (L 2722, off 28) (L 2878, off 18) (L 2888, off 58) (L 2904, off 61) (L 3135, off 0) (L 3139, off 0) (L 3450, off 52) (L 3460, off 23) (L 3556, off 62) (L 3608, off 10) (L 3618, off 12) (L 3620, off 47) (L 3705, off 17) (L 3742, off 53) (L 3756, off 7) (L 3792, off 26) (L 4135, off 5) 
 "Missouri" 50 (L 292, off 0) (L 300, off 37) (L 329, off 52) (L 337, off 46) (L 345, off 0) (L 429, off 46) (L 548, off 47) (L 605, off 19) (L 642, off 13) (L 719, off 52) (L 810, off 40) (L 812, off 13) (L 835, off 43) (L 880, off 39) (L 883, off 21) (L 1030, off 41) (L 1044, off 53) (L 1066, off 14) (L 1070, off 26) (L 1111, off 55) (L 1123, off 24) (L 1181, off 53) (L 1259, off 26) (L 1283, off 5) (L 1401, off 60) (L 1431, off 10) (L 1453, off 31) (L 1599, off 17) (L 1738, off 58) (L 1764, off 5) (L 1793, off 42) (L 1869, off 11) (L 1949, off 38) (L 1953, off 57) (L 2007, off 61) (L 2126, off 37) (L 2131, off 39) (L 2319, off 59) (L 2624, off 43) (L 2701, off 16) (L 3046, off 0) (L 3278, off 16) (L 3323, off 33) (L 3442, off 56) (L 3576, off 28) (L 3587, off 18) (L 3619, off 47) (L 3675, off 42) (L 3723, off 8) (L 3769, off 0) 
 "when" 51 (L 416, off 46) (L 475, off 19) (L 547, off 43) (L 574, off 29) (L 620, off 60) (L 650, off 0) (L 745, off 25) (L 847, off 4) (L 858, off 49) (L 940, off 27) (L 963, off 8) (L 1017, off 0) (L 1091, off 18) (L 1126, off 51) (L 1131, off 8) (L 1189, off 0) (L 1298, off 38) (L 1346, off 17) (L 1476, off 26) (L 1535, off 21) (L 1538, off 49) (L 1620, off 61) (L 1675, off 53) (L 1683, off 59) (L 1718, off 57) (L 2042, off 51) (L 2172, off 0) (L 2333, off 50) (L 2508, off 40) (L 2517, off 34) (L 2544, off 5) (L 2627, off 48) (L 2632, off 4) (L 2635, off 36) (L 2640, off 55) (L 2790, off 0) (L 3021, off 25) (L 3074, off 15) (L 3115, off 13) (L 3246, off 5) (L 3291, off 12) (L 3305, off 52) (L 3403, off 44) (L 3491, off 65) (L 3541, off 44) (L 3602, off 46) (L 3624, off 41) (L 3632, off 43) (L 3753, off 36) (L 3768, off 0) (L 3919, off 64) 
 "man" 54 (L 450, off 39) (L 479, off 6) (L 487, off 20) (L 496, off 0) (L 509, off 18) (L 536, off 14) (L 656, off 22) (L 887, off 27) (L 894, off 22) (L 973, off 59) (L 995, off 4) (L 1090, off 32) (L 1161, off 4) (L 1313, off 6) (L 1357, off 43) (L 1361, off 40) (L 1607, off 0) (L 1667, off 0) (L 1712, off 48) (L 2360, off 28) (L 2452, off 45) (L 2610, off 50) (L 2674, off 44) (L 2730, off 15) (L 2811, off 0) (L 2829, off 31) (L 3011, off 8) (L 3091, off 15) (L 3148, off 13) (L 3168, off 44) (L 3189, off 21) (L 3207, off 46) (L 3232, off 48) (L 3233, off 59) (L 3238, off 30) (L 3238, off 59) (L 3245, off 47) (L 3251, off 64) (L 3261, off 30) (L 3261, off 39) (L 3297, off 51) (L 3303, off 24) (L 3328, off 60) (L 3355, off 25) (L 3369, off 42) (L 3419, off 0) (L 3430, off 42) (L 3491, off 44) (L 3503, off 20) (L 3505, off 5) (L 3532, off 54) (L 3636, off 18) (L 3638, off 26) (L 3639, off 61) 
 "rode" 54 (L 375, off 65) (L 650, off 20) (L 663, off 6) (L 680, off 27) (L 690, off 48) (L 703, off 27) (L 732, off 54) (L 769, off 36) (L 849, off 22) (L 893, off 23) (L 992, off 58) (L 1023, off 59) (L 1186, off 49) (L 1274, off 44) (L 1303, off 38) (L 1319, off 41) (L 1453, off 45) (L 1595, off 48) (L 1606, off 18) (L 1644, off 16) (L 1737, off 46) (L 1767, off 59) (L 1821, off 29) (L 1954, off 8) (L 1974, off 9) (L 1994, off 41) (L 2080, off 44) (L 2088, off 23) (L 2171, off 12) (L 2173, off 9) (L 2241, off 5) (L 2265, off 45) (L 2330, off 0) (L 2391, off 14) (L 2427, off 25) (L 2444, off 10) (L 2468, off 14) (L 2503, off 15) (L 2557, off 31) (L 2563, off 59) (L 2573, off 4) (L 2584, off 16) (L 2631, off 9) (L 2724, off 63) (L 2794, off 41) (L 2961, off 13) (L 3091, off 64) (L 3338, off 9) (L 3491, off 5) (L 3494, off 32) (L 3503, off 60) (L 3528, off 9) (L 3674, off 14) (L 3767, off 4) 
 "Gutenberg-tm" 55 (L 3857, off 0) (L 3873, off 23) (L 3877, off 8) (L 3881, off 0) (L 3883, off 50) (L 3888, off 30) (L 3890, off 8) (L 3898, off 41) (L 3901, off 0) (L 3902, off 58) (L 3907, off 11) (L 3914, off 34) (L 3915, off 58) (L 3917, off 8) (L 3919, off 43) (L 3928, off 14) (L 3935, off 38) (L 3936, off 43) (L 3949, off 32) (L 3957, off 58) (L 3960, off 32) (L 3964, off 30) (L 3968, off 58) (L 3970, off 47) (L 3976, off 0) (L 3981, off 37) (L 3983, off 39) (L 3988, off 13) (L 3991, off 48) (L 3995, off 34) (L 3999, off 21) (L 4001, off 30) (L 4013, off 50) (L 4016, off 55) (L 4025, off 26) (L 4028, off 0) (L 4031, off 58) (L 4039, off 0) (L 4039, off 56) (L 4050, off 0) (L 4051, off 0) (L 4090, off 28) (L 4092, off 50) (L 4096, off 15) (L 4097, off 38) (L 4100, off 52) (L 4102, off 8) (L 4110, off 36) (L 4113, off 33) (L 4148, off 8) (L 4179, off 45) (L 4182, off 0) (L 4184, off 20) (L 4187, off 8) (L 4196, off 49) 
 "Kansas" 55 (L 73, off 0) (L 120, off 49) (L 126, off 20) (L 213, off 28) (L 464, off 10) (L 482, off 10) (L 502, off 0) (L 517, off 47) (L 555, off 56) (L 565, off 42) (L 570, off 53) (L 573, off 18) (L 636, off 19) (L 1342, off 46) (L 1345, off 63) (L 1376, off 58) (L 1380, off 4) (L 1448, off 51) (L 1807, off 65) (L 2008, off 4) (L 2012, off 0) (L 2013, off 12) (L 2015, off 44) (L 2035, off 27) (L 2041, off 18) (L 2045, off 19) (L 2048, off 32) (L 2167, off 56) (L 2175, off 62) (L 2327, off 32) (L 2374, off 26) (L 2387, off 24) (L 2400, off 46) (L 2425, off 19) (L 2459, off 36) (L 2464, off 14) (L 2468, off 27) (L 2585, off 47) (L 2700, off 18) (L 2878, off 11) (L 2888, off 51) (L 2904, off 54) (L 3015, off 11) (L 3015, off 47) (L 3134, off 61) (L 3138, off 61) (L 3450, off 45) (L 3460, off 16) (L 3608, off 3) (L 3618, off 5) (L 3620, off 40) (L 3705, off 10) (L 3742, off 46) (L 3756, off 0) (L 3792, off 19) 
